manifest_id,cargo_id,declared_cargo_nature,manifest_error_flag,manifest_error_type,cargo_nature_missing_flag,manifest_observation
MAN00466,CGO00466,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00467,CGO00467,Geral,Não,,Não,
MAN00468,CGO00468,Geral,Não,,Não,
MAN00469,CGO00469,Pendente,Não,,Não,
MAN00470,CGO00470,Geral,Não,,Não,
MAN00471,CGO00471,Geral,Não,,Não,
MAN00472,CGO00472,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00473,CGO00473,DGR,Não,,Não,
MAN00474,CGO00474,Avariada,Não,,Não,
MAN00475,CGO00475,Pendente,Não,,Não,
MAN00476,CGO00476,Geral,Não,,Não,
MAN00477,CGO00477,Geral,Não,,Não,
MAN00478,CGO00478,Pendente,Não,,Não,
MAN00479,CGO00479,Geral,Não,,Não,
MAN00480,CGO00480,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00481,CGO00481,Geral,Não,,Não,
MAN00482,CGO00482,Geral,Não,,Não,
MAN00483,CGO00483,DGR,Não,,Não,
MAN00484,CGO00484,Geral,Não,,Não,
MAN00485,CGO00485,Perecível,Não,,Não,
MAN00486,CGO00486,Perecível,Não,,Não,
MAN00487,CGO00487,Refrigerada,Não,,Não,
MAN00488,CGO00488,Refrigerada,Não,,Não,
MAN00489,CGO00489,Geral,Não,,Não,
MAN00490,CGO00490,DGR,Não,,Não,
MAN00491,CGO00491,Geral,Não,,Não,
MAN00492,CGO00492,,Sim,Divergência de peso,Sim,Informação ausente ou divergente no manifesto
MAN00493,CGO00493,Perecível,Não,,Não,
MAN00494,CGO00494,Geral,Não,,Não,
MAN00495,CGO00495,Geral,Não,,Não,
MAN00496,CGO00496,Avariada,Não,,Não,
MAN00497,CGO00497,Perecível,Não,,Não,
MAN00498,CGO00498,Refrigerada,Não,,Não,
MAN00499,CGO00499,Refrigerada,Não,,Não,
MAN00500,CGO00500,Geral,Não,,Não,
MAN00501,CGO00501,,Sim,AWB divergente,Sim,Informação ausente ou divergente no manifesto
MAN00502,CGO00502,Perecível,Não,,Não,
MAN00503,CGO00503,Avariada,Não,,Não,
MAN00504,CGO00504,Geral,Não,,Não,
MAN00505,CGO00505,Geral,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN00506,CGO00506,Geral,Não,,Não,
MAN00507,CGO00507,,Sim,Descrição incompleta,Sim,Informação ausente ou divergente no manifesto
MAN00508,CGO00508,Geral,Não,,Não,
MAN00509,CGO00509,Geral,Não,,Não,
MAN00510,CGO00510,Pendente,Não,,Não,
MAN00511,CGO00511,Geral,Não,,Não,
MAN00512,CGO00512,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00513,CGO00513,Perecível,Não,,Não,
MAN00514,CGO00514,Valiosa,Não,,Não,
MAN00515,CGO00515,DGR,Não,,Não,
MAN00516,CGO00516,Perecível,Não,,Não,
MAN00517,CGO00517,Pendente,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00518,CGO00518,DGR,Não,,Não,
MAN00519,CGO00519,Geral,Não,,Não,
MAN00520,CGO00520,Geral,Não,,Não,
MAN00521,CGO00521,Avariada,Não,,Não,
MAN00522,CGO00522,Geral,Não,,Não,
MAN00523,CGO00523,Geral,Não,,Não,
MAN00524,CGO00524,DGR,Não,,Não,
MAN00525,CGO00525,Geral,Não,,Não,
MAN00526,CGO00526,,Sim,Divergência de volumes,Sim,Informação ausente ou divergente no manifesto
MAN00527,CGO00527,Pendente,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00528,CGO00528,DGR,Não,,Não,
MAN00529,CGO00529,Avariada,Não,,Não,
MAN00530,CGO00530,Geral,Não,,Não,
MAN00531,CGO00531,Valiosa,Não,,Não,
MAN00532,CGO00532,Geral,Não,,Não,
MAN00533,CGO00533,Geral,Não,,Não,
MAN00534,CGO00534,Geral,Não,,Não,
MAN00535,CGO00535,Geral,Não,,Não,
MAN00536,CGO00536,Geral,Não,,Não,
MAN00537,CGO00537,Refrigerada,Não,,Não,
MAN00538,CGO00538,DGR,Não,,Não,
MAN00539,CGO00539,Pendente,Não,,Não,
MAN00540,CGO00540,Geral,Não,,Não,
MAN00541,CGO00541,DGR,Não,,Não,
MAN00542,CGO00542,Geral,Não,,Não,
MAN00543,CGO00543,Valiosa,Não,,Não,
MAN00544,CGO00544,Perecível,Não,,Não,
MAN00545,CGO00545,Pendente,Não,,Não,
MAN00546,CGO00546,Geral,Não,,Não,
MAN00547,CGO00547,Avariada,Não,,Não,
MAN00548,CGO00548,DGR,Não,,Não,
MAN00549,CGO00549,DGR,Não,,Não,
MAN00550,CGO00550,Geral,Não,,Não,
MAN00551,CGO00551,Geral,Não,,Não,
MAN00552,CGO00552,Geral,Não,,Não,
MAN00553,CGO00553,Valiosa,Não,,Não,
MAN00554,CGO00554,Pendente,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00555,CGO00555,Refrigerada,Não,,Não,
MAN00556,CGO00556,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00557,CGO00557,Avariada,Não,,Não,
MAN00558,CGO00558,Avariada,Não,,Não,
MAN00559,CGO00559,Geral,Não,,Não,
MAN00560,CGO00560,Geral,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN00561,CGO00561,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00562,CGO00562,Pendente,Não,,Não,
MAN00563,CGO00563,Refrigerada,Não,,Não,
MAN00564,CGO00564,DGR,Não,,Não,
MAN00565,CGO00565,DGR,Não,,Não,
MAN00566,CGO00566,Pendente,Não,,Não,
MAN00567,CGO00567,Geral,Não,,Não,
MAN00568,CGO00568,DGR,Não,,Não,
MAN00569,CGO00569,Refrigerada,Não,,Não,
MAN00570,CGO00570,Geral,Não,,Não,
MAN00571,CGO00571,Refrigerada,Não,,Não,
MAN00572,CGO00572,Valiosa,Não,,Não,
MAN00573,CGO00573,Pendente,Não,,Não,
MAN00574,CGO00574,,Sim,Divergência de volumes,Sim,Informação ausente ou divergente no manifesto
MAN00575,CGO00575,Geral,Não,,Não,
MAN00576,CGO00576,Geral,Não,,Não,
MAN00577,CGO00577,Pendente,Não,,Não,
MAN00578,CGO00578,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00579,CGO00579,Geral,Não,,Não,
MAN00580,CGO00580,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00581,CGO00581,Geral,Não,,Não,
MAN00582,CGO00582,Avariada,Não,,Não,
MAN00583,CGO00583,Geral,Não,,Não,
MAN00584,CGO00584,,Sim,AWB divergente,Sim,Informação ausente ou divergente no manifesto
MAN00585,CGO00585,Valiosa,Não,,Não,
MAN00586,CGO00586,Pendente,Não,,Não,
MAN00587,CGO00587,Avariada,Não,,Não,
MAN00588,CGO00588,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00589,CGO00589,Perecível,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00590,CGO00590,Geral,Não,,Não,
MAN00591,CGO00591,Geral,Não,,Não,
MAN00592,CGO00592,Avariada,Não,,Não,
MAN00593,CGO00593,Avariada,Não,,Não,
MAN00594,CGO00594,Geral,Não,,Não,
MAN00595,CGO00595,Pendente,Não,,Não,
MAN00596,CGO00596,Geral,Não,,Não,
MAN00597,CGO00597,Geral,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00598,CGO00598,Geral,Não,,Não,
MAN00599,CGO00599,Perecível,Não,,Não,
MAN00600,CGO00600,Geral,Não,,Não,
MAN00601,CGO00601,Pendente,Não,,Não,
MAN00602,CGO00602,Geral,Não,,Não,
MAN00603,CGO00603,Geral,Não,,Não,
MAN00604,CGO00604,,Sim,Divergência de volumes,Sim,Informação ausente ou divergente no manifesto
MAN00605,CGO00605,Perecível,Não,,Não,
MAN00606,CGO00606,Perecível,Não,,Não,
MAN00607,CGO00607,Refrigerada,Não,,Não,
MAN00608,CGO00608,Avariada,Não,,Não,
MAN00609,CGO00609,Pendente,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00610,CGO00610,DGR,Não,,Não,
MAN00611,CGO00611,Perecível,Não,,Não,
MAN00612,CGO00612,Avariada,Não,,Não,
MAN00613,CGO00613,Geral,Não,,Não,
MAN00614,CGO00614,Geral,Não,,Não,
MAN00615,CGO00615,Geral,Não,,Não,
MAN00616,CGO00616,Perecível,Não,,Não,
MAN00617,CGO00617,Pendente,Não,,Não,
MAN00618,CGO00618,Geral,Não,,Não,
MAN00619,CGO00619,Geral,Não,,Não,
MAN00620,CGO00620,Geral,Não,,Não,
MAN00621,CGO00621,Geral,Não,,Não,
MAN00622,CGO00622,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00623,CGO00623,Valiosa,Não,,Não,
MAN00624,CGO00624,Valiosa,Não,,Não,
MAN00625,CGO00625,Geral,Não,,Não,
MAN00626,CGO00626,Geral,Não,,Não,
MAN00627,CGO00627,Geral,Não,,Não,
MAN00628,CGO00628,Perecível,Não,,Não,
MAN00629,CGO00629,Geral,Não,,Não,
MAN00630,CGO00630,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00631,CGO00631,Pendente,Não,,Não,
MAN00632,CGO00632,Perecível,Não,,Não,
MAN00633,CGO00633,Geral,Não,,Não,
MAN00634,CGO00634,Geral,Não,,Não,
MAN00635,CGO00635,Pendente,Não,,Não,
MAN00636,CGO00636,Geral,Não,,Não,
MAN00637,CGO00637,Perecível,Não,,Não,
MAN00638,CGO00638,,Sim,Descrição incompleta,Sim,Informação ausente ou divergente no manifesto
MAN00639,CGO00639,Pendente,Não,,Não,
MAN00640,CGO00640,Geral,Não,,Não,
MAN00641,CGO00641,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00642,CGO00642,,Sim,Descrição incompleta,Sim,Informação ausente ou divergente no manifesto
MAN00643,CGO00643,Avariada,Não,,Não,
MAN00644,CGO00644,Perecível,Não,,Não,
MAN00645,CGO00645,DGR,Não,,Não,
MAN00646,CGO00646,Geral,Não,,Não,
MAN00647,CGO00647,Refrigerada,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00648,CGO00648,Geral,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00649,CGO00649,DGR,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00650,CGO00650,Pendente,Não,,Não,
MAN00651,CGO00651,Perecível,Não,,Não,
MAN00652,CGO00652,Refrigerada,Não,,Não,
MAN00653,CGO00653,Geral,Não,,Não,
MAN00654,CGO00654,Perecível,Não,,Não,
MAN00655,CGO00655,Refrigerada,Não,,Não,
MAN00656,CGO00656,Pendente,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00657,CGO00657,Geral,Não,,Não,
MAN00658,CGO00658,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00659,CGO00659,Geral,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00660,CGO00660,DGR,Não,,Não,
MAN00661,CGO00661,DGR,Não,,Não,
MAN00662,CGO00662,Geral,Não,,Não,
MAN00663,CGO00663,Pendente,Não,,Não,
MAN00664,CGO00664,Pendente,Não,,Não,
MAN00665,CGO00665,Pendente,Não,,Não,
MAN00666,CGO00666,Geral,Não,,Não,
MAN00667,CGO00667,Avariada,Não,,Não,
MAN00668,CGO00668,Geral,Não,,Não,
MAN00669,CGO00669,Geral,Não,,Não,
MAN00670,CGO00670,DGR,Não,,Não,
MAN00671,CGO00671,Geral,Não,,Não,
MAN00672,CGO00672,Avariada,Não,,Não,
MAN00673,CGO00673,Refrigerada,Não,,Não,
MAN00674,CGO00674,Geral,Não,,Não,
MAN00675,CGO00675,Valiosa,Não,,Não,
MAN00676,CGO00676,Geral,Não,,Não,
MAN00677,CGO00677,Perecível,Não,,Não,
MAN00678,CGO00678,Avariada,Não,,Não,
MAN00679,CGO00679,DGR,Não,,Não,
MAN00680,CGO00680,Avariada,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN00681,CGO00681,Geral,Não,,Não,
MAN00682,CGO00682,Geral,Não,,Não,
MAN00683,CGO00683,Geral,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN00684,CGO00684,Pendente,Não,,Não,
MAN00685,CGO00685,Pendente,Não,,Não,
MAN00686,CGO00686,Geral,Não,,Não,
MAN00687,CGO00687,Geral,Não,,Não,
MAN00688,CGO00688,Geral,Não,,Não,
MAN00689,CGO00689,Refrigerada,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00690,CGO00690,Pendente,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00691,CGO00691,Valiosa,Não,,Não,
MAN00692,CGO00692,Avariada,Não,,Não,
MAN00693,CGO00693,Refrigerada,Não,,Não,
MAN00694,CGO00694,Geral,Não,,Não,
MAN00695,CGO00695,Perecível,Não,,Não,
MAN00696,CGO00696,DGR,Não,,Não,
MAN00697,CGO00697,Perecível,Não,,Não,
MAN00698,CGO00698,,Sim,AWB divergente,Sim,Informação ausente ou divergente no manifesto
MAN00699,CGO00699,Geral,Não,,Não,
MAN00700,CGO00700,Geral,Não,,Não,
MAN00701,CGO00701,Geral,Não,,Não,
MAN00702,CGO00702,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00703,CGO00703,DGR,Não,,Não,
MAN00704,CGO00704,Perecível,Não,,Não,
MAN00705,CGO00705,Perecível,Não,,Não,
MAN00706,CGO00706,Refrigerada,Não,,Não,
MAN00707,CGO00707,Pendente,Não,,Não,
MAN00708,CGO00708,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00709,CGO00709,Geral,Não,,Não,
MAN00710,CGO00710,Geral,Não,,Não,
MAN00711,CGO00711,Avariada,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00712,CGO00712,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00713,CGO00713,Geral,Não,,Não,
MAN00714,CGO00714,Pendente,Não,,Não,
MAN00715,CGO00715,Geral,Não,,Não,
MAN00716,CGO00716,Pendente,Não,,Não,
MAN00717,CGO00717,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00718,CGO00718,Refrigerada,Não,,Não,
MAN00719,CGO00719,Valiosa,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00720,CGO00720,Perecível,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00721,CGO00721,Pendente,Não,,Não,
MAN00722,CGO00722,Pendente,Não,,Não,
MAN00723,CGO00723,,Sim,Erro de digitação,Sim,Informação ausente ou divergente no manifesto
MAN00724,CGO00724,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00725,CGO00725,Perecível,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00726,CGO00726,Refrigerada,Não,,Não,
MAN00727,CGO00727,Refrigerada,Não,,Não,
MAN00728,CGO00728,Geral,Não,,Não,
MAN00729,CGO00729,Geral,Não,,Não,
MAN00730,CGO00730,DGR,Não,,Não,
MAN00731,CGO00731,DGR,Não,,Não,
MAN00732,CGO00732,Pendente,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00733,CGO00733,Avariada,Não,,Não,
MAN00734,CGO00734,Refrigerada,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00735,CGO00735,Perecível,Não,,Não,
MAN00736,CGO00736,DGR,Não,,Não,
MAN00737,CGO00737,Pendente,Não,,Não,
MAN00738,CGO00738,Refrigerada,Não,,Não,
MAN00739,CGO00739,Avariada,Não,,Não,
MAN00740,CGO00740,Geral,Não,,Não,
MAN00741,CGO00741,Geral,Não,,Não,
MAN00742,CGO00742,Geral,Não,,Não,
MAN00743,CGO00743,Geral,Não,,Não,
MAN00744,CGO00744,Geral,Não,,Não,
MAN00745,CGO00745,Pendente,Não,,Não,
MAN00746,CGO00746,Geral,Não,,Não,
MAN00747,CGO00747,Refrigerada,Não,,Não,
MAN00748,CGO00748,Refrigerada,Não,,Não,
MAN00749,CGO00749,Pendente,Não,,Não,
MAN00750,CGO00750,Geral,Não,,Não,
MAN00751,CGO00751,Pendente,Não,,Não,
MAN00752,CGO00752,Geral,Não,,Não,
MAN00753,CGO00753,Geral,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00754,CGO00754,Geral,Não,,Não,
MAN00755,CGO00755,Geral,Não,,Não,
MAN00756,CGO00756,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00757,CGO00757,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00758,CGO00758,Pendente,Não,,Não,
MAN00759,CGO00759,Geral,Não,,Não,
MAN00760,CGO00760,DGR,Não,,Não,
MAN00761,CGO00761,Geral,Não,,Não,
MAN00762,CGO00762,Perecível,Não,,Não,
MAN00763,CGO00763,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00764,CGO00764,Geral,Não,,Não,
MAN00765,CGO00765,Refrigerada,Não,,Não,
MAN00766,CGO00766,Perecível,Não,,Não,
MAN00767,CGO00767,Geral,Não,,Não,
MAN00768,CGO00768,Perecível,Não,,Não,
MAN00769,CGO00769,Perecível,Não,,Não,
MAN00770,CGO00770,Geral,Não,,Não,
MAN00771,CGO00771,Valiosa,Não,,Não,
MAN00772,CGO00772,Geral,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00773,CGO00773,Refrigerada,Não,,Não,
MAN00774,CGO00774,Valiosa,Não,,Não,
MAN00775,CGO00775,Pendente,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00776,CGO00776,Pendente,Não,,Não,
MAN00777,CGO00777,Refrigerada,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00778,CGO00778,Geral,Não,,Não,
MAN00779,CGO00779,Pendente,Não,,Não,
MAN00780,CGO00780,DGR,Não,,Não,
MAN00781,CGO00781,Geral,Não,,Não,
MAN00782,CGO00782,Pendente,Não,,Não,
MAN00783,CGO00783,Geral,Não,,Não,
MAN00784,CGO00784,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00785,CGO00785,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00786,CGO00786,Pendente,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN00787,CGO00787,Geral,Não,,Não,
MAN00788,CGO00788,Geral,Não,,Não,
MAN00789,CGO00789,Geral,Não,,Não,
MAN00790,CGO00790,Pendente,Não,,Não,
MAN00791,CGO00791,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00792,CGO00792,Perecível,Não,,Não,
MAN00793,CGO00793,Perecível,Não,,Não,
MAN00794,CGO00794,Geral,Não,,Não,
MAN00795,CGO00795,Pendente,Não,,Não,
MAN00796,CGO00796,Geral,Não,,Não,
MAN00797,CGO00797,Geral,Não,,Não,
MAN00798,CGO00798,Geral,Não,,Não,
MAN00799,CGO00799,Refrigerada,Não,,Não,
MAN00800,CGO00800,Perecível,Não,,Não,
MAN00801,CGO00801,Geral,Não,,Não,
MAN00802,CGO00802,Pendente,Não,,Não,
MAN00803,CGO00803,Geral,Não,,Não,
MAN00804,CGO00804,Geral,Não,,Não,
MAN00805,CGO00805,DGR,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00806,CGO00806,Geral,Não,,Não,
MAN00807,CGO00807,DGR,Não,,Não,
MAN00808,CGO00808,Pendente,Não,,Não,
MAN00809,CGO00809,DGR,Não,,Não,
MAN00810,CGO00810,Refrigerada,Não,,Não,
MAN00811,CGO00811,Geral,Não,,Não,
MAN00812,CGO00812,Pendente,Não,,Não,
MAN00813,CGO00813,Geral,Não,,Não,
MAN00814,CGO00814,Geral,Não,,Não,
MAN00815,CGO00815,Geral,Não,,Não,
MAN00816,CGO00816,Geral,Não,,Não,
MAN00817,CGO00817,Refrigerada,Não,,Não,
MAN00818,CGO00818,DGR,Não,,Não,
MAN00819,CGO00819,Geral,Não,,Não,
MAN00820,CGO00820,Avariada,Não,,Não,
MAN00821,CGO00821,Geral,Não,,Não,
MAN00822,CGO00822,Geral,Não,,Não,
MAN00823,CGO00823,Perecível,Não,,Não,
MAN00824,CGO00824,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00825,CGO00825,Geral,Não,,Não,
MAN00826,CGO00826,Pendente,Não,,Não,
MAN00827,CGO00827,Geral,Não,,Não,
MAN00828,CGO00828,,Sim,AWB divergente,Sim,Informação ausente ou divergente no manifesto
MAN00829,CGO00829,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00830,CGO00830,Geral,Não,,Não,
MAN00831,CGO00831,Refrigerada,Não,,Não,
MAN00832,CGO00832,Geral,Não,,Não,
MAN00833,CGO00833,Perecível,Não,,Não,
MAN00834,CGO00834,Geral,Não,,Não,
MAN00835,CGO00835,Geral,Não,,Não,
MAN00836,CGO00836,Avariada,Não,,Não,
MAN00837,CGO00837,Geral,Não,,Não,
MAN00838,CGO00838,Refrigerada,Não,,Não,
MAN00839,CGO00839,DGR,Não,,Não,
MAN00840,CGO00840,Perecível,Não,,Não,
MAN00841,CGO00841,Geral,Não,,Não,
MAN00842,CGO00842,Valiosa,Não,,Não,
MAN00843,CGO00843,Geral,Não,,Não,
MAN00844,CGO00844,Valiosa,Não,,Não,
MAN00845,CGO00845,Perecível,Não,,Não,
MAN00846,CGO00846,Pendente,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00847,CGO00847,Pendente,Não,,Não,
MAN00848,CGO00848,Geral,Não,,Não,
MAN00849,CGO00849,Geral,Não,,Não,
MAN00850,CGO00850,Pendente,Não,,Não,
MAN00851,CGO00851,Refrigerada,Não,,Não,
MAN00852,CGO00852,Refrigerada,Não,,Não,
MAN00853,CGO00853,Refrigerada,Não,,Não,
MAN00854,CGO00854,Avariada,Não,,Não,
MAN00855,CGO00855,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00856,CGO00856,Geral,Não,,Não,
MAN00857,CGO00857,Geral,Não,,Não,
MAN00858,CGO00858,Avariada,Não,,Não,
MAN00859,CGO00859,Refrigerada,Não,,Não,
MAN00860,CGO00860,Geral,Não,,Não,
MAN00861,CGO00861,Avariada,Não,,Não,
MAN00862,CGO00862,DGR,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00863,CGO00863,Perecível,Não,,Não,
MAN00864,CGO00864,Perecível,Não,,Não,
MAN00865,CGO00865,Refrigerada,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00866,CGO00866,Refrigerada,Não,,Não,
MAN00867,CGO00867,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00868,CGO00868,Geral,Não,,Não,
MAN00869,CGO00869,DGR,Não,,Não,
MAN00870,CGO00870,Geral,Não,,Não,
MAN00871,CGO00871,Geral,Não,,Não,
MAN00872,CGO00872,Avariada,Não,,Não,
MAN00873,CGO00873,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00874,CGO00874,Pendente,Não,,Não,
MAN00875,CGO00875,,Sim,Erro de digitação,Sim,Informação ausente ou divergente no manifesto
MAN00876,CGO00876,Geral,Não,,Não,
MAN00877,CGO00877,Geral,Não,,Não,
MAN00878,CGO00878,Geral,Não,,Não,
MAN00879,CGO00879,DGR,Não,,Não,
MAN00880,CGO00880,Geral,Não,,Não,
MAN00881,CGO00881,Geral,Não,,Não,
MAN00882,CGO00882,Perecível,Não,,Não,
MAN00883,CGO00883,Pendente,Não,,Não,
MAN00884,CGO00884,Geral,Não,,Não,
MAN00885,CGO00885,Avariada,Não,,Não,
MAN00886,CGO00886,Geral,Não,,Não,
MAN00887,CGO00887,Pendente,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00888,CGO00888,Pendente,Não,,Não,
MAN00889,CGO00889,Perecível,Não,,Não,
MAN00890,CGO00890,Geral,Não,,Não,
MAN00891,CGO00891,Geral,Não,,Não,
MAN00892,CGO00892,Geral,Não,,Não,
MAN00893,CGO00893,DGR,Não,,Não,
MAN00894,CGO00894,Geral,Não,,Não,
MAN00895,CGO00895,Pendente,Não,,Não,
MAN00896,CGO00896,Valiosa,Não,,Não,
MAN00897,CGO00897,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00898,CGO00898,Refrigerada,Não,,Não,
MAN00899,CGO00899,Geral,Não,,Não,
MAN00900,CGO00900,Geral,Não,,Não,
MAN00901,CGO00901,Valiosa,Não,,Não,
MAN00902,CGO00902,Geral,Não,,Não,
MAN00903,CGO00903,Geral,Não,,Não,
MAN00904,CGO00904,Geral,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN00905,CGO00905,Avariada,Não,,Não,
MAN00906,CGO00906,Perecível,Não,,Não,
MAN00907,CGO00907,Perecível,Não,,Não,
MAN00908,CGO00908,Geral,Não,,Não,
MAN00909,CGO00909,Avariada,Não,,Não,
MAN00910,CGO00910,Geral,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00911,CGO00911,Pendente,Não,,Não,
MAN00912,CGO00912,DGR,Não,,Não,
MAN00913,CGO00913,Refrigerada,Não,,Não,
MAN00914,CGO00914,Geral,Não,,Não,
MAN00915,CGO00915,Perecível,Não,,Não,
MAN00916,CGO00916,DGR,Não,,Não,
MAN00917,CGO00917,Geral,Não,,Não,
MAN00918,CGO00918,Geral,Não,,Não,
MAN00919,CGO00919,Refrigerada,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00920,CGO00920,Refrigerada,Não,,Não,
MAN00921,CGO00921,Refrigerada,Não,,Não,
MAN00922,CGO00922,Pendente,Não,,Não,
MAN00923,CGO00923,Geral,Não,,Não,
MAN00924,CGO00924,Geral,Não,,Não,
MAN00925,CGO00925,Refrigerada,Não,,Não,
MAN00926,CGO00926,Valiosa,Não,,Não,
MAN00927,CGO00927,Geral,Não,,Não,
MAN00928,CGO00928,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00929,CGO00929,Geral,Não,,Não,
MAN00930,CGO00930,Valiosa,Não,,Não,
MAN00931,CGO00931,Pendente,Não,,Não,
MAN00932,CGO00932,Geral,Não,,Não,
MAN00933,CGO00933,Geral,Não,,Não,
MAN00934,CGO00934,Geral,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00935,CGO00935,Geral,Não,,Não,
MAN00936,CGO00936,Geral,Não,,Não,
MAN00937,CGO00937,Perecível,Não,,Não,
MAN00938,CGO00938,Avariada,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN00939,CGO00939,Perecível,Não,,Não,
MAN00940,CGO00940,Perecível,Não,,Não,
MAN00941,CGO00941,Refrigerada,Não,,Não,
MAN00942,CGO00942,Geral,Não,,Não,
MAN00943,CGO00943,Perecível,Não,,Não,
MAN00944,CGO00944,Valiosa,Não,,Não,
MAN00945,CGO00945,Geral,Não,,Não,
MAN00946,CGO00946,Geral,Não,,Não,
MAN00947,CGO00947,Valiosa,Não,,Não,
MAN00948,CGO00948,DGR,Não,,Não,
MAN00949,CGO00949,Geral,Não,,Não,
MAN00950,CGO00950,Geral,Não,,Não,
