release_id,cargo_id,customs_release_required,customs_release_datetime,anuence_required,anuence_agency,anuence_release_datetime,release_status,release_delay_reason,release_responsibility_group
REL00249,CGO00249,Sim,2026-03-31 04:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00250,CGO00250,Sim,2026-03-31 08:25,Sim,Ibama,2026-04-01 06:56,Liberada,,Sem atraso
REL00251,CGO00251,Não,2026-03-30 09:55,Sim,Anvisa,2026-04-01 04:52,Liberada,,Sem atraso
REL00252,CGO00252,Sim,2026-03-30 18:05,Sim,Inmetro,2026-04-01 18:43,Liberada,Aguardando anuência,Órgão anuente
REL00253,CGO00253,Sim,2026-03-31 09:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00254,CGO00254,Sim,2026-04-03 01:05,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00255,CGO00255,Sim,2026-03-30 09:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00256,CGO00256,Não,2026-03-30 10:28,Não,Não aplicável,,Liberada,,Sem atraso
REL00257,CGO00257,Sim,2026-03-13 06:32,Não,Não aplicável,,Liberada,,Sem atraso
REL00258,CGO00258,Sim,2026-03-15 23:19,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00259,CGO00259,Sim,2026-03-13 13:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00260,CGO00260,Sim,2026-03-14 05:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00261,CGO00261,Sim,2026-03-14 01:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00262,CGO00262,Sim,2026-03-13 14:00,Não,Não aplicável,,Liberada,,Sem atraso
REL00263,CGO00263,Sim,2026-03-13 08:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00264,CGO00264,Não,2026-01-11 21:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00265,CGO00265,Não,2026-01-11 19:59,Sim,Exército,2026-01-14 13:23,Liberada,,Sem atraso
REL00266,CGO00266,Sim,2026-01-12 16:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00267,CGO00267,Sim,2026-01-12 12:34,Sim,Exército,2026-01-13 06:27,Liberada,Aguardando anuência,Órgão anuente
REL00268,CGO00268,Sim,2026-01-13 07:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00269,CGO00269,Sim,2026-01-11 23:58,Sim,Inmetro,2026-01-13 10:12,Liberada,Aguardando anuência,Órgão anuente
REL00270,CGO00270,Sim,2026-01-12 19:14,Não,Não aplicável,,Liberada,,Sem atraso
REL00271,CGO00271,Sim,2026-01-12 13:27,Sim,Anvisa,2026-01-13 12:55,Liberada,Aguardando anuência,Órgão anuente
REL00272,CGO00272,Sim,2026-03-24 12:53,Sim,Ibama,2026-03-25 13:35,Liberada,Aguardando anuência,Órgão anuente
REL00273,CGO00273,Sim,2026-03-24 19:16,Sim,Inmetro,2026-03-26 01:27,Liberada,Aguardando anuência,Órgão anuente
REL00274,CGO00274,Sim,2026-03-24 10:59,Não,Não aplicável,,Liberada,,Sem atraso
REL00275,CGO00275,Não,2026-03-23 19:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00276,CGO00276,Sim,2026-03-25 05:07,Sim,Exército,2026-03-26 11:10,Liberada,Aguardando anuência,Órgão anuente
REL00277,CGO00277,Sim,2026-03-25 00:32,Sim,Exército,2026-03-26 21:03,Liberada,Aguardando anuência,Órgão anuente
REL00278,CGO00278,Sim,2026-03-24 13:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00279,CGO00279,Sim,2026-03-24 04:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00280,CGO00280,Sim,2026-02-12 07:12,Sim,Ministério da Agricultura,2026-02-14 13:09,Liberada,,Sem atraso
REL00281,CGO00281,Sim,2026-02-11 11:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00282,CGO00282,Sim,2026-02-12 04:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00283,CGO00283,Sim,2026-02-11 13:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00284,CGO00284,Sim,2026-02-11 17:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00285,CGO00285,Sim,2026-02-12 11:41,Sim,Anvisa,2026-02-13 01:57,Liberada,Aguardando anuência,Órgão anuente
REL00286,CGO00286,Sim,2026-02-11 23:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00287,CGO00287,Sim,2026-02-13 22:03,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00288,CGO00288,Sim,2026-02-12 19:52,Sim,Ministério da Agricultura,2026-02-15 08:21,Liberada,,Sem atraso
REL00289,CGO00289,Sim,2026-02-12 18:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00290,CGO00290,Sim,2026-02-11 20:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00291,CGO00291,Sim,2026-02-12 17:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00292,CGO00292,Sim,2026-02-12 19:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00293,CGO00293,Sim,2026-02-11 21:10,Não,Não aplicável,,Liberada,,Sem atraso
REL00294,CGO00294,Sim,2026-02-11 10:36,Não,Não aplicável,,Liberada,,Sem atraso
REL00295,CGO00295,Sim,2026-02-11 12:34,Sim,Inmetro,2026-02-12 07:28,Liberada,Aguardando anuência,Órgão anuente
REL00296,CGO00296,Sim,2026-02-12 05:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00297,CGO00297,Sim,2026-02-11 01:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00298,CGO00298,Sim,2026-02-11 23:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00299,CGO00299,Sim,2026-03-18 17:32,Sim,Ibama,2026-03-19 16:25,Liberada,,Sem atraso
REL00300,CGO00300,Sim,2026-03-18 10:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00301,CGO00301,Sim,2026-03-18 01:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00302,CGO00302,Sim,2026-03-18 12:24,Sim,Anvisa,2026-03-20 04:37,Liberada,Aguardando anuência,Órgão anuente
REL00303,CGO00303,Não,2026-03-18 02:42,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00304,CGO00304,Não,2026-03-20 05:53,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00305,CGO00305,Não,2026-03-17 18:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00306,CGO00306,Sim,2026-03-18 00:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00307,CGO00307,Não,2026-03-17 18:08,Sim,Anvisa,2026-03-18 06:54,Liberada,Aguardando anuência,Órgão anuente
REL00308,CGO00308,Não,2026-03-17 18:55,Sim,Exército,2026-03-20 18:10,Liberada,Aguardando anuência,Órgão anuente
REL00309,CGO00309,Sim,2026-03-18 12:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00310,CGO00310,Sim,2026-03-18 21:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00311,CGO00311,Sim,2026-03-02 21:48,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00312,CGO00312,Não,2026-03-01 21:33,Sim,Ministério da Agricultura,2026-03-04 04:14,Liberada,Aguardando anuência,Órgão anuente
REL00313,CGO00313,Sim,2026-03-03 03:46,Não,Não aplicável,,Liberada,,Sem atraso
REL00314,CGO00314,Sim,2026-03-01 23:48,Não,Não aplicável,,Liberada,,Sem atraso
REL00315,CGO00315,Sim,2026-03-02 18:00,Sim,Ministério da Agricultura,2026-03-05 08:41,Liberada,Aguardando anuência,Órgão anuente
REL00316,CGO00316,Sim,2026-03-03 13:08,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00317,CGO00317,Sim,2026-03-02 01:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00318,CGO00318,Sim,2026-03-03 05:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00319,CGO00319,Sim,2026-03-02 12:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00320,CGO00320,Sim,2026-03-02 15:49,Não,Não aplicável,,Liberada,,Sem atraso
REL00321,CGO00321,Sim,2026-02-22 23:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00322,CGO00322,Sim,2026-02-24 04:31,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00323,CGO00323,Sim,2026-02-23 18:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00324,CGO00324,Não,2026-02-22 10:36,Sim,Ibama,2026-02-22 23:19,Liberada,Aguardando anuência,Órgão anuente
REL00325,CGO00325,Sim,2026-02-22 22:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00326,CGO00326,Sim,2026-02-23 05:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00327,CGO00327,Sim,2026-02-22 18:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00328,CGO00328,Sim,2026-02-23 19:47,Sim,Exército,2026-02-24 09:23,Liberada,Aguardando anuência,Órgão anuente
REL00329,CGO00329,Sim,2026-02-12 00:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00330,CGO00330,Sim,2026-02-12 08:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00331,CGO00331,Sim,2026-02-13 17:41,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00332,CGO00332,Sim,2026-02-12 21:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00333,CGO00333,Sim,2026-02-12 02:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00334,CGO00334,Sim,2026-02-12 01:25,Sim,Ministério da Agricultura,2026-02-14 11:07,Liberada,,Sem atraso
REL00335,CGO00335,Sim,2026-02-11 19:41,Não,Não aplicável,,Liberada,,Sem atraso
REL00336,CGO00336,Não,2026-02-11 13:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00337,CGO00337,Sim,2026-02-12 10:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00338,CGO00338,Sim,2026-02-12 03:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00339,CGO00339,Sim,2026-02-13 21:16,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00340,CGO00340,Sim,2026-02-11 16:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00341,CGO00341,Sim,2026-02-11 23:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00342,CGO00342,Sim,2026-02-12 03:46,Sim,Anvisa,2026-02-12 07:15,Liberada,Aguardando anuência,Órgão anuente
REL00343,CGO00343,Sim,2026-03-13 22:57,Sim,Anvisa,2026-03-16 05:20,Liberada,,Sem atraso
REL00344,CGO00344,Não,2026-03-12 16:07,Sim,Ministério da Agricultura,2026-03-14 20:02,Liberada,Aguardando anuência,Órgão anuente
REL00345,CGO00345,Sim,2026-03-12 17:47,Sim,Inmetro,2026-03-15 05:36,Liberada,Aguardando anuência,Órgão anuente
REL00346,CGO00346,Sim,2026-03-12 21:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00347,CGO00347,Sim,2026-03-14 00:24,Sim,Anvisa,2026-03-14 23:22,Liberada,,Sem atraso
REL00348,CGO00348,Sim,2026-03-12 18:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00349,CGO00349,Sim,2026-03-13 07:18,Sim,Ibama,2026-03-14 14:42,Liberada,,Sem atraso
REL00350,CGO00350,Sim,2026-03-13 00:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00351,CGO00351,Sim,2026-01-07 23:42,Sim,Ibama,2026-01-09 16:14,Liberada,Aguardando anuência,Órgão anuente
REL00352,CGO00352,Sim,2026-01-08 02:14,Não,Não aplicável,,Liberada,,Sem atraso
REL00353,CGO00353,Sim,2026-01-08 05:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00354,CGO00354,Sim,2026-01-08 07:56,Não,Não aplicável,,Liberada,,Sem atraso
REL00355,CGO00355,Sim,2026-01-07 20:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00356,CGO00356,Sim,2026-01-08 10:49,Sim,Ministério da Agricultura,2026-01-10 04:33,Liberada,Aguardando anuência,Órgão anuente
REL00357,CGO00357,Sim,2026-01-09 20:31,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00358,CGO00358,Sim,2026-01-08 22:10,Não,Não aplicável,,Liberada,,Sem atraso
REL00359,CGO00359,Sim,2026-01-08 17:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00360,CGO00360,Sim,2026-01-07 21:56,Sim,Inmetro,2026-01-09 10:08,Liberada,Aguardando anuência,Órgão anuente
REL00361,CGO00361,Sim,2026-02-16 13:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00362,CGO00362,Sim,2026-02-16 07:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00363,CGO00363,Sim,2026-02-15 21:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00364,CGO00364,Sim,2026-02-17 18:03,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00365,CGO00365,Sim,2026-02-16 01:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00366,CGO00366,Sim,2026-02-15 05:41,Não,Não aplicável,,Liberada,,Sem atraso
REL00367,CGO00367,Sim,2026-02-15 18:46,Não,Não aplicável,,Liberada,,Sem atraso
REL00368,CGO00368,Não,2026-02-15 05:31,Sim,Anvisa,2026-02-17 08:55,Liberada,Aguardando anuência,Órgão anuente
REL00369,CGO00369,Sim,2026-02-16 04:36,Sim,Inmetro,2026-02-16 08:09,Liberada,Aguardando anuência,Órgão anuente
REL00370,CGO00370,Sim,2026-02-15 20:01,Sim,Ministério da Agricultura,2026-02-18 12:09,Liberada,Aguardando anuência,Órgão anuente
REL00371,CGO00371,Sim,2026-02-15 21:07,Sim,Exército,2026-02-17 20:24,Liberada,Aguardando anuência,Órgão anuente
REL00372,CGO00372,Sim,2026-02-15 06:56,Não,Não aplicável,,Liberada,,Sem atraso
REL00373,CGO00373,Sim,2026-02-08 13:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00374,CGO00374,Sim,2026-02-08 17:24,Não,Não aplicável,,Liberada,,Sem atraso
REL00375,CGO00375,Sim,2026-02-08 06:03,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00376,CGO00376,Sim,2026-02-08 08:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00377,CGO00377,Sim,2026-02-09 12:34,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00378,CGO00378,Sim,2026-02-10 23:27,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00379,CGO00379,Sim,2026-02-08 06:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00380,CGO00380,Sim,2026-02-08 05:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00381,CGO00381,Sim,2026-02-10 15:56,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00382,CGO00382,Sim,2026-02-08 13:03,Não,Não aplicável,,Liberada,,Sem atraso
REL00383,CGO00383,Sim,2026-02-08 02:00,Sim,Ibama,2026-02-09 19:35,Liberada,,Sem atraso
REL00384,CGO00384,Sim,2026-01-29 10:29,Sim,Ibama,2026-01-30 19:13,Liberada,Aguardando anuência,Órgão anuente
REL00385,CGO00385,Sim,2026-01-28 13:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00386,CGO00386,Sim,2026-01-29 06:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00387,CGO00387,Sim,2026-01-28 09:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00388,CGO00388,Sim,2026-01-28 15:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00389,CGO00389,Sim,2026-01-29 08:21,Não,Não aplicável,,Liberada,,Sem atraso
REL00390,CGO00390,Sim,2026-01-29 14:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00391,CGO00391,Sim,2026-01-29 08:58,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00392,CGO00392,Sim,2026-01-28 12:55,Sim,Anvisa,2026-01-30 02:50,Liberada,Aguardando anuência,Órgão anuente
REL00393,CGO00393,Sim,2026-01-30 06:16,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00394,CGO00394,Sim,2026-01-28 17:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00395,CGO00395,Sim,2026-01-29 02:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00396,CGO00396,Sim,2026-01-28 08:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00397,CGO00397,Sim,2026-02-01 01:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00398,CGO00398,Sim,2026-01-31 13:00,Sim,Anvisa,2026-02-03 01:50,Liberada,Aguardando anuência,Órgão anuente
REL00399,CGO00399,Sim,2026-02-01 02:44,Não,Não aplicável,,Liberada,,Sem atraso
REL00400,CGO00400,Sim,2026-01-31 16:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00401,CGO00401,Sim,2026-02-03 09:01,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00402,CGO00402,Sim,2026-01-31 01:58,Sim,Ibama,2026-02-01 21:44,Liberada,Aguardando anuência,Órgão anuente
REL00403,CGO00403,Sim,2026-02-01 02:16,Sim,Exército,2026-02-02 20:09,Liberada,Aguardando anuência,Órgão anuente
REL00404,CGO00404,Sim,2026-02-01 20:35,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00405,CGO00405,Não,2026-01-30 19:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00406,CGO00406,Sim,2026-01-31 22:58,Sim,Exército,2026-02-03 08:15,Liberada,,Sem atraso
REL00407,CGO00407,Não,2026-01-30 18:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00408,CGO00408,Sim,2026-03-23 23:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00409,CGO00409,Sim,2026-03-24 17:26,Sim,Ministério da Agricultura,2026-03-25 11:35,Liberada,Aguardando anuência,Órgão anuente
REL00410,CGO00410,Sim,2026-03-23 22:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00411,CGO00411,Sim,2026-03-24 15:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00412,CGO00412,Não,2026-03-23 09:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00413,CGO00413,Sim,2026-03-23 21:45,Sim,Inmetro,2026-03-26 19:24,Liberada,,Sem atraso
REL00414,CGO00414,Sim,2026-03-24 05:10,Não,Não aplicável,,Liberada,,Sem atraso
REL00415,CGO00415,Sim,2026-03-24 09:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00416,CGO00416,Sim,2026-03-08 00:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00417,CGO00417,Sim,2026-03-08 22:51,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00418,CGO00418,Sim,2026-03-07 13:28,Não,Não aplicável,,Liberada,,Sem atraso
REL00419,CGO00419,Não,2026-03-07 04:44,Não,Não aplicável,,Liberada,,Sem atraso
REL00420,CGO00420,Não,2026-03-07 04:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00421,CGO00421,Sim,2026-03-07 07:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00422,CGO00422,Não,2026-03-07 22:02,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00423,CGO00423,Sim,2026-03-08 03:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00424,CGO00424,Sim,2026-03-10 14:23,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00425,CGO00425,Sim,2026-03-13 12:24,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00426,CGO00426,Não,2026-03-11 15:50,Não,Não aplicável,,Liberada,,Sem atraso
REL00427,CGO00427,Sim,2026-03-12 23:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00428,CGO00428,Sim,2026-03-12 03:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00429,CGO00429,Sim,2026-03-12 05:03,Sim,Exército,2026-03-12 14:05,Liberada,Aguardando anuência,Órgão anuente
REL00430,CGO00430,Sim,2026-03-12 13:14,Não,Não aplicável,,Liberada,,Sem atraso
REL00431,CGO00431,Sim,2026-03-14 16:42,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00432,CGO00432,Sim,2026-03-13 09:53,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00433,CGO00433,Não,2026-03-11 14:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00434,CGO00434,Sim,2026-03-12 19:55,Sim,Ibama,2026-03-15 02:00,Liberada,Aguardando anuência,Órgão anuente
REL00435,CGO00435,Sim,2026-03-12 06:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00436,CGO00436,Não,2026-01-20 04:50,Não,Não aplicável,,Liberada,,Sem atraso
REL00437,CGO00437,Sim,2026-01-20 18:14,Sim,Exército,2026-01-21 05:14,Liberada,Aguardando anuência,Órgão anuente
REL00438,CGO00438,Sim,2026-01-20 14:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00439,CGO00439,Sim,2026-01-21 09:32,Não,Não aplicável,,Liberada,,Sem atraso
REL00440,CGO00440,Não,2026-01-20 05:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00441,CGO00441,Sim,2026-02-07 12:17,Sim,Exército,2026-02-09 05:22,Liberada,Aguardando anuência,Órgão anuente
REL00442,CGO00442,Sim,2026-02-07 12:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00443,CGO00443,Sim,2026-02-07 07:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00444,CGO00444,Sim,2026-02-08 21:57,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00445,CGO00445,Sim,2026-02-06 11:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00446,CGO00446,Sim,2026-02-07 12:26,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00447,CGO00447,Sim,2026-03-22 04:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00448,CGO00448,Sim,2026-03-23 13:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00449,CGO00449,Sim,2026-03-22 08:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00450,CGO00450,Sim,2026-03-23 00:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00451,CGO00451,Sim,2026-03-23 00:14,Sim,Ministério da Agricultura,2026-03-24 11:01,Liberada,Aguardando anuência,Órgão anuente
REL00452,CGO00452,Não,2026-03-25 02:08,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00453,CGO00453,Sim,2026-03-23 00:02,Sim,Anvisa,2026-03-24 21:05,Liberada,Aguardando anuência,Órgão anuente
REL00454,CGO00454,Não,2026-03-24 06:49,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00455,CGO00455,Sim,2026-03-22 22:26,Sim,Ibama,2026-03-24 15:41,Liberada,Aguardando anuência,Órgão anuente
REL00456,CGO00456,Sim,2026-03-25 13:09,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00457,CGO00457,Sim,2026-03-23 10:44,Não,Não aplicável,,Liberada,,Sem atraso
REL00458,CGO00458,Sim,2026-02-19 13:05,Sim,Inmetro,2026-02-22 10:11,Liberada,Aguardando anuência,Órgão anuente
REL00459,CGO00459,Sim,2026-02-18 14:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00460,CGO00460,Sim,2026-02-19 13:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00461,CGO00461,Sim,2026-02-19 01:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00462,CGO00462,Não,2026-02-18 23:40,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00463,CGO00463,Sim,2026-02-18 11:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00464,CGO00464,Não,2026-02-18 11:05,Sim,Ministério da Agricultura,2026-02-19 16:49,Liberada,Aguardando anuência,Órgão anuente
REL00465,CGO00465,Sim,2026-02-19 10:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00466,CGO00466,Sim,2026-02-18 12:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00467,CGO00467,Sim,2026-02-19 19:31,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00468,CGO00468,Sim,2026-02-19 14:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00469,CGO00469,Não,2026-02-18 11:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00470,CGO00470,Sim,2026-02-18 23:52,Sim,Inmetro,2026-02-21 10:53,Liberada,Aguardando anuência,Órgão anuente
REL00471,CGO00471,Sim,2026-03-08 05:17,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00472,CGO00472,Sim,2026-03-06 23:14,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00473,CGO00473,Sim,2026-03-07 00:51,Sim,Ibama,2026-03-07 22:41,Liberada,,Sem atraso
REL00474,CGO00474,Não,2026-03-06 06:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00475,CGO00475,Sim,2026-03-06 17:21,Não,Não aplicável,,Liberada,,Sem atraso
REL00476,CGO00476,Sim,2026-03-07 11:44,Não,Não aplicável,,Liberada,,Sem atraso
REL00477,CGO00477,Sim,2026-03-06 11:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00478,CGO00478,Sim,2026-03-06 19:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00479,CGO00479,Sim,2026-03-07 06:06,Sim,Ministério da Agricultura,2026-03-09 04:32,Liberada,Aguardando anuência,Órgão anuente
REL00480,CGO00480,Sim,2026-03-07 17:12,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00481,CGO00481,Sim,2026-03-10 00:10,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00482,CGO00482,Sim,2026-03-07 06:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00483,CGO00483,Sim,2026-03-07 08:52,Sim,Anvisa,2026-03-10 04:08,Liberada,Aguardando anuência,Órgão anuente
REL00484,CGO00484,Não,2026-01-23 13:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00485,CGO00485,Sim,2026-01-24 13:31,Sim,Ibama,2026-01-26 02:09,Liberada,Aguardando anuência,Órgão anuente
REL00486,CGO00486,Não,2026-01-23 12:00,Sim,Inmetro,2026-01-25 20:02,Liberada,,Sem atraso
REL00487,CGO00487,Sim,2026-01-24 11:31,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00488,CGO00488,Sim,2026-01-23 19:11,Sim,Ministério da Agricultura,2026-01-26 06:23,Liberada,Aguardando anuência,Órgão anuente
REL00489,CGO00489,Sim,2026-01-24 08:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00490,CGO00490,Não,2026-01-23 12:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00491,CGO00491,Sim,2026-01-24 11:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00492,CGO00492,Sim,2026-01-23 20:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00493,CGO00493,Sim,2026-01-23 21:20,Sim,Anvisa,2026-01-26 20:44,Liberada,Aguardando anuência,Órgão anuente
REL00494,CGO00494,Sim,2026-01-23 22:49,Não,Não aplicável,,Liberada,,Sem atraso
REL00495,CGO00495,Sim,2026-01-26 10:35,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00496,CGO00496,Sim,2026-01-12 19:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00497,CGO00497,Sim,2026-01-12 09:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00498,CGO00498,Sim,2026-01-13 18:00,Sim,Ibama,2026-01-14 10:56,Liberada,Aguardando anuência,Órgão anuente
