inconsistency_id,cargo_id,inconsistency_type,inconsistency_description,detected_datetime,resolved_datetime,rework_flag,rework_type,responsibility_group,controllability_level
INC00167,CGO00420,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-06 17:00,2026-03-06 21:09,Sim,Correção de identificação,Causa mista,Não controlável
INC00168,CGO00421,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-06 17:09,2026-03-06 22:05,Não,,Companhia aérea,Não controlável
INC00169,CGO00423,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-06 18:45,2026-03-06 21:54,Sim,Repesagem,Receita Federal,Não controlável
INC00170,CGO00424,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-03-06 17:01,2026-03-06 22:24,Não,,Receita Federal,Parcialmente controlável
INC00171,CGO00427,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-03-11 05:17,2026-03-11 09:40,Sim,Repesagem,Receita Federal,Não controlável
INC00172,CGO00428,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-03-11 05:04,2026-03-11 07:59,Sim,Correção de identificação,Aeroporto / fiel depositário,Controlável
INC00173,CGO00431,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-03-11 05:02,2026-03-11 06:33,Não,,Transportadora / cliente,Não controlável
INC00174,CGO00435,DSIC,Ocorrência simulada: DSIC,2026-03-11 05:22,2026-03-11 10:36,Não,,Causa mista,Não controlável
INC00175,CGO00439,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-19 22:54,2026-01-20 00:27,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00176,CGO00446,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-05 23:58,2026-02-06 04:14,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00177,CGO00459,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-18 01:57,2026-02-18 06:49,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00178,CGO00460,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-18 02:57,2026-02-18 05:23,Sim,Recontagem,Companhia aérea,Não controlável
INC00179,CGO00460,Violação,Ocorrência simulada: Violação,2026-02-18 02:52,2026-02-18 06:12,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00180,CGO00463,AWB divergente,Ocorrência simulada: AWB divergente,2026-02-18 02:38,2026-02-18 04:19,Sim,Repesagem,Aeroporto / fiel depositário,Controlável
INC00181,CGO00466,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-18 00:29,2026-02-18 02:58,Sim,Tratamento de DSIC,Transportadora / cliente,Parcialmente controlável
INC00182,CGO00466,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-02-18 00:39,2026-02-18 05:34,Sim,Retorno para conferência,Causa mista,Não controlável
INC00183,CGO00472,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-05 23:18,2026-03-06 00:59,Sim,Retorno para conferência,Órgão anuente,Não controlável
INC00184,CGO00480,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-05 23:49,2026-03-06 02:02,Sim,Repesagem,Importador / despachante,Parcialmente controlável
INC00185,CGO00480,DSIC,Ocorrência simulada: DSIC,2026-03-05 23:52,2026-03-06 01:30,Sim,Recontagem,Companhia aérea,Parcialmente controlável
INC00186,CGO00487,DSIC,Ocorrência simulada: DSIC,2026-01-23 01:49,2026-01-23 06:12,Não,,Companhia aérea,Parcialmente controlável
INC00187,CGO00492,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-23 01:49,2026-01-23 04:35,Não,,Companhia aérea,Não controlável
INC00188,CGO00495,Violação,Ocorrência simulada: Violação,2026-01-23 01:56,2026-01-23 02:49,Não,,Companhia aérea,Não controlável
INC00189,CGO00501,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-11 21:21,2026-01-11 23:06,Sim,Repesagem,Transportadora / cliente,Não controlável
INC00190,CGO00505,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-01-11 20:51,2026-01-12 00:59,Não,,Causa mista,Controlável
INC00191,CGO00505,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-11 20:49,2026-01-12 01:21,Sim,Recontagem,Companhia aérea,Não controlável
INC00192,CGO00507,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-01-11 21:28,2026-01-11 22:46,Não,,Aeroporto / fiel depositário,Parcialmente controlável
INC00193,CGO00509,Violação,Ocorrência simulada: Violação,2026-01-11 21:19,2026-01-12 02:43,Sim,Repesagem,Companhia aérea,Controlável
INC00194,CGO00512,AWB divergente,Ocorrência simulada: AWB divergente,2026-02-17 03:21,2026-02-17 09:21,Sim,Retorno para conferência,Companhia aérea,Parcialmente controlável
INC00195,CGO00512,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-17 03:13,2026-02-17 08:52,Sim,Repesagem,Causa mista,Não controlável
INC00196,CGO00514,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-17 04:00,2026-02-17 09:41,Sim,Recontagem,Aeroporto / fiel depositário,Não controlável
INC00197,CGO00517,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-11 03:54,2026-03-11 08:47,Não,,Órgão anuente,Parcialmente controlável
INC00198,CGO00518,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-11 05:25,2026-03-11 09:02,Não,,Companhia aérea,Não controlável
INC00199,CGO00520,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-03-07 10:14,2026-03-07 14:53,Sim,Retorno para conferência,Companhia aérea,Parcialmente controlável
INC00200,CGO00526,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-07 10:56,2026-03-07 15:54,Sim,Repesagem,Companhia aérea,Parcialmente controlável
INC00201,CGO00526,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-07 11:00,2026-03-07 12:01,Sim,Recontagem,Causa mista,Parcialmente controlável
INC00202,CGO00527,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-07 11:18,2026-03-07 14:39,Sim,Recontagem,Causa mista,Parcialmente controlável
INC00203,CGO00531,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-07 11:11,2026-03-07 16:03,Não,,Causa mista,Parcialmente controlável
INC00204,CGO00540,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-01-02 04:29,2026-01-02 06:53,Sim,Correção de identificação,Causa mista,Não controlável
INC00205,CGO00541,Violação,Ocorrência simulada: Violação,2026-01-02 05:37,2026-01-02 07:24,Sim,Tratamento de DSIC,Companhia aérea,Controlável
INC00206,CGO00553,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-10 11:59,2026-02-10 17:29,Não,,Companhia aérea,Parcialmente controlável
INC00207,CGO00554,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-10 13:50,2026-02-10 17:13,Sim,Tratamento de DSIC,Importador / despachante,Parcialmente controlável
INC00208,CGO00556,AWB divergente,Ocorrência simulada: AWB divergente,2026-02-10 12:26,2026-02-10 17:05,Sim,Retorno para conferência,Órgão anuente,Controlável
INC00209,CGO00560,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-02-10 10:55,2026-02-10 14:30,Não,,Causa mista,Parcialmente controlável
INC00210,CGO00561,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-10 13:37,2026-02-10 15:41,Não,,Companhia aérea,Não controlável
INC00211,CGO00564,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-10 13:55,2026-02-10 17:38,Sim,Repesagem,Causa mista,Não controlável
INC00212,CGO00565,Indício de furto,Ocorrência simulada: Indício de furto,2026-02-10 12:58,2026-02-10 18:32,Sim,Correção de identificação,Aeroporto / fiel depositário,Controlável
INC00213,CGO00571,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-13 12:13,2026-01-13 18:06,Não,,Companhia aérea,Não controlável
INC00214,CGO00574,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-13 12:34,2026-01-13 18:18,Sim,Recontagem,Causa mista,Parcialmente controlável
INC00215,CGO00574,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-13 12:16,2026-01-13 17:56,Sim,Recontagem,Causa mista,Não controlável
INC00216,CGO00578,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-22 11:08,2026-01-22 14:48,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00217,CGO00578,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-01-22 10:45,2026-01-22 14:03,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00218,CGO00580,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-22 12:08,2026-01-22 18:07,Não,,Companhia aérea,Não controlável
INC00219,CGO00580,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-22 12:25,2026-01-22 14:02,Não,,Companhia aérea,Parcialmente controlável
INC00220,CGO00584,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-22 10:24,2026-01-22 14:42,Não,,Causa mista,Parcialmente controlável
INC00221,CGO00586,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-22 11:57,2026-01-22 15:06,Não,,Causa mista,Não controlável
INC00222,CGO00588,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-22 11:19,2026-01-22 15:12,Sim,Tratamento de DSIC,Transportadora / cliente,Controlável
INC00223,CGO00588,Violação,Ocorrência simulada: Violação,2026-01-22 11:27,2026-01-22 15:06,Sim,Correção de identificação,Companhia aérea,Parcialmente controlável
INC00224,CGO00589,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-22 10:09,2026-01-22 15:56,Não,,Companhia aérea,Parcialmente controlável
INC00225,CGO00590,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-22 11:32,2026-01-22 14:04,Sim,Recontagem,Aeroporto / fiel depositário,Não controlável
INC00226,CGO00597,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-04 03:09,2026-01-04 05:57,Sim,Repesagem,Causa mista,Não controlável
INC00227,CGO00603,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-03-29 05:37,2026-03-29 08:13,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00228,CGO00603,DSIC,Ocorrência simulada: DSIC,2026-03-29 05:34,2026-03-29 07:06,Sim,Correção de identificação,Causa mista,Parcialmente controlável
INC00229,CGO00604,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-29 07:04,2026-03-29 10:02,Sim,Recontagem,Companhia aérea,Parcialmente controlável
INC00230,CGO00609,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-14 00:10,2026-02-14 03:53,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00231,CGO00615,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-14 00:18,2026-02-14 01:24,Não,,Causa mista,Controlável
INC00232,CGO00616,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-13 22:45,2026-02-14 03:21,Sim,Correção de identificação,Causa mista,Não controlável
INC00233,CGO00622,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-18 04:02,2026-01-18 07:08,Sim,Retorno para conferência,Transportadora / cliente,Não controlável
INC00234,CGO00630,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-16 21:12,2026-03-17 00:55,Não,,Companhia aérea,Não controlável
INC00235,CGO00634,Avaria,Ocorrência simulada: Avaria,2026-02-22 21:14,2026-02-22 22:35,Sim,Recontagem,Causa mista,Não controlável
INC00236,CGO00635,Violação,Ocorrência simulada: Violação,2026-02-22 21:32,2026-02-22 22:57,Não,,Causa mista,Não controlável
INC00237,CGO00638,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-02-22 21:28,2026-02-23 00:55,Sim,Recontagem,Aeroporto / fiel depositário,Parcialmente controlável
INC00238,CGO00641,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-22 20:23,2026-02-22 21:31,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00239,CGO00642,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-02-22 21:39,2026-02-23 03:30,Sim,Repesagem,Companhia aérea,Controlável
INC00240,CGO00643,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-02-22 20:30,2026-02-23 00:34,Não,,Companhia aérea,Não controlável
INC00241,CGO00643,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-22 21:05,2026-02-22 23:35,Sim,Correção de identificação,Aeroporto / fiel depositário,Não controlável
INC00242,CGO00647,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-01 19:28,2026-03-01 23:03,Sim,Repesagem,Receita Federal,Não controlável
INC00243,CGO00647,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-03-01 19:33,2026-03-01 21:25,Não,,Causa mista,Não controlável
INC00244,CGO00648,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-01 19:43,2026-03-01 22:31,Não,,Causa mista,Parcialmente controlável
INC00245,CGO00649,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-01 20:05,2026-03-01 23:09,Sim,Repesagem,Transportadora / cliente,Não controlável
INC00246,CGO00656,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-01 21:19,2026-03-01 22:58,Sim,Correção de identificação,Causa mista,Não controlável
INC00247,CGO00658,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-25 15:07,2026-01-25 20:37,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00248,CGO00659,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-25 15:38,2026-01-25 19:53,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00249,CGO00664,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-25 16:30,2026-01-25 20:34,Não,,Companhia aérea,Não controlável
INC00250,CGO00664,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-01-25 17:05,2026-01-25 18:06,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00251,CGO00678,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-13 10:11,2026-03-13 13:35,Sim,Recontagem,Companhia aérea,Parcialmente controlável
INC00252,CGO00680,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-02-25 12:11,2026-02-25 15:16,Sim,Recontagem,Transportadora / cliente,Parcialmente controlável
INC00253,CGO00683,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-02-25 11:52,2026-02-25 14:29,Sim,Tratamento de DSIC,Aeroporto / fiel depositário,Não controlável
INC00254,CGO00684,DSIC,Ocorrência simulada: DSIC,2026-02-25 13:53,2026-02-25 18:45,Não,,Companhia aérea,Não controlável
INC00255,CGO00689,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-03-20 00:12,2026-03-20 06:01,Sim,Tratamento de DSIC,Transportadora / cliente,Controlável
INC00256,CGO00690,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-20 00:29,2026-03-20 04:28,Sim,Repesagem,Companhia aérea,Parcialmente controlável
INC00257,CGO00698,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-20 00:33,2026-03-20 03:51,Sim,Recontagem,Órgão anuente,Parcialmente controlável
INC00258,CGO00702,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-26 19:56,2026-02-26 21:27,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00259,CGO00705,DSIC,Ocorrência simulada: DSIC,2026-02-26 22:02,2026-02-27 02:36,Sim,Recontagem,Causa mista,Não controlável
INC00260,CGO00708,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-25 13:59,2026-02-25 19:41,Sim,Repesagem,Companhia aérea,Não controlável
INC00261,CGO00711,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-25 13:58,2026-02-25 19:13,Sim,Repesagem,Causa mista,Parcialmente controlável
INC00262,CGO00711,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-25 13:44,2026-02-25 14:52,Sim,Retorno para conferência,Causa mista,Parcialmente controlável
INC00263,CGO00712,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-25 13:39,2026-02-25 18:10,Sim,Recontagem,Companhia aérea,Não controlável
INC00264,CGO00717,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-03 15:04,2026-01-03 20:28,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00265,CGO00719,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-03 12:33,2026-01-03 16:04,Sim,Correção de identificação,Causa mista,Não controlável
INC00266,CGO00720,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-28 01:50,2026-02-28 05:24,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00267,CGO00723,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-27 22:57,2026-02-28 02:03,Sim,Retorno para conferência,Receita Federal,Parcialmente controlável
INC00268,CGO00724,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-28 00:39,2026-02-28 04:43,Não,,Importador / despachante,Controlável
INC00269,CGO00724,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-02-28 01:00,2026-02-28 06:04,Sim,Tratamento de DSIC,Causa mista,Parcialmente controlável
INC00270,CGO00725,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-27 23:30,2026-02-28 00:48,Não,,Órgão anuente,Controlável
INC00271,CGO00728,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-02-08 21:58,2026-02-09 02:06,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00272,CGO00732,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-08 21:58,2026-02-08 23:39,Sim,Repesagem,Companhia aérea,Não controlável
INC00273,CGO00734,AWB divergente,Ocorrência simulada: AWB divergente,2026-02-08 19:38,2026-02-08 20:44,Não,,Aeroporto / fiel depositário,Parcialmente controlável
INC00274,CGO00735,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-08 20:44,2026-02-09 01:27,Não,,Causa mista,Parcialmente controlável
INC00275,CGO00736,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-03 07:36,2026-02-03 13:16,Não,,Companhia aérea,Não controlável
INC00276,CGO00743,Avaria,Ocorrência simulada: Avaria,2026-02-13 23:52,2026-02-14 03:07,Não,,Causa mista,Não controlável
INC00277,CGO00747,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-14 01:02,2026-02-14 03:49,Sim,Recontagem,Causa mista,Não controlável
INC00278,CGO00751,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-03-14 06:20,2026-03-14 10:30,Não,,Causa mista,Parcialmente controlável
INC00279,CGO00752,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-14 05:18,2026-03-14 08:35,Sim,Recontagem,Companhia aérea,Não controlável
INC00280,CGO00753,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-14 06:20,2026-03-14 07:05,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00281,CGO00755,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-14 05:24,2026-03-14 06:44,Não,,Companhia aérea,Não controlável
INC00282,CGO00756,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-14 06:50,2026-03-14 07:32,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00283,CGO00757,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-14 06:12,2026-03-14 11:15,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00284,CGO00758,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-09 16:12,2026-03-09 18:45,Não,,Companhia aérea,Parcialmente controlável
INC00285,CGO00760,DSIC,Ocorrência simulada: DSIC,2026-03-09 15:47,2026-03-09 16:53,Sim,Recontagem,Causa mista,Não controlável
INC00286,CGO00763,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-09 14:38,2026-03-09 18:28,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00287,CGO00765,DSIC,Ocorrência simulada: DSIC,2026-03-09 13:46,2026-03-09 19:37,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00288,CGO00765,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-03-09 14:08,2026-03-09 20:08,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00289,CGO00772,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-28 21:38,2026-01-28 22:59,Não,,Companhia aérea,Parcialmente controlável
INC00290,CGO00775,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-28 20:41,2026-01-28 21:53,Sim,Correção de identificação,Companhia aérea,Parcialmente controlável
INC00291,CGO00777,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-28 19:52,2026-01-28 20:40,Não,,Transportadora / cliente,Parcialmente controlável
INC00292,CGO00784,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-25 00:01,2026-01-25 01:04,Sim,Retorno para conferência,Causa mista,Parcialmente controlável
INC00293,CGO00785,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-25 01:23,2026-01-25 03:05,Não,,Transportadora / cliente,Parcialmente controlável
INC00294,CGO00786,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-01-25 00:16,2026-01-25 02:02,Sim,Repesagem,Receita Federal,Parcialmente controlável
INC00295,CGO00791,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-30 16:47,2026-01-30 20:23,Não,,Órgão anuente,Parcialmente controlável
INC00296,CGO00796,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-30 17:29,2026-01-30 19:10,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00297,CGO00798,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-30 14:59,2026-01-30 18:47,Não,,Companhia aérea,Parcialmente controlável
INC00298,CGO00799,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-06 16:49,2026-01-06 20:30,Sim,Repesagem,Aeroporto / fiel depositário,Parcialmente controlável
INC00299,CGO00800,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-01-06 16:48,2026-01-06 19:50,Não,,Companhia aérea,Não controlável
INC00300,CGO00802,DSIC,Ocorrência simulada: DSIC,2026-01-06 17:15,2026-01-06 17:45,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00301,CGO00802,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-06 17:01,2026-01-06 20:39,Sim,Repesagem,Companhia aérea,Controlável
INC00302,CGO00805,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-31 03:56,2026-03-31 08:36,Não,,Companhia aérea,Parcialmente controlável
INC00303,CGO00808,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-03-31 04:33,2026-03-31 06:00,Não,,Causa mista,Não controlável
INC00304,CGO00812,Indício de furto,Ocorrência simulada: Indício de furto,2026-01-28 02:28,2026-01-28 07:58,Sim,Retorno para conferência,Causa mista,Controlável
INC00305,CGO00814,Avaria,Ocorrência simulada: Avaria,2026-01-28 03:00,2026-01-28 08:04,Não,,Causa mista,Não controlável
INC00306,CGO00819,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-01-28 03:40,2026-01-28 04:30,Sim,Repesagem,Causa mista,Não controlável
INC00307,CGO00824,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-02 14:03,2026-01-02 18:33,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00308,CGO00828,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-30 18:37,2026-03-30 23:48,Sim,Retorno para conferência,Importador / despachante,Parcialmente controlável
INC00309,CGO00829,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-30 18:28,2026-03-30 23:32,Sim,Recontagem,Companhia aérea,Não controlável
INC00310,CGO00831,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-03-30 19:24,2026-03-31 00:02,Sim,Repesagem,Causa mista,Não controlável
INC00311,CGO00832,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-30 18:56,2026-03-30 20:42,Não,,Companhia aérea,Não controlável
INC00312,CGO00832,Indício de furto,Ocorrência simulada: Indício de furto,2026-03-30 18:29,2026-03-30 23:36,Não,,Causa mista,Parcialmente controlável
INC00313,CGO00845,Indício de furto,Ocorrência simulada: Indício de furto,2026-01-09 11:44,2026-01-09 17:20,Sim,Tratamento de DSIC,Causa mista,Parcialmente controlável
INC00314,CGO00846,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-09 11:53,2026-01-09 16:12,Sim,Tratamento de DSIC,Aeroporto / fiel depositário,Parcialmente controlável
INC00315,CGO00855,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-06 07:16,2026-03-06 10:53,Não,,Receita Federal,Controlável
INC00316,CGO00856,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-03-06 09:16,2026-03-06 12:11,Sim,Correção de identificação,Causa mista,Controlável
INC00317,CGO00859,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-11 16:52,2026-02-11 17:38,Não,,Causa mista,Não controlável
INC00318,CGO00862,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-11 15:15,2026-02-11 18:05,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00319,CGO00864,Avaria,Ocorrência simulada: Avaria,2026-01-29 23:46,2026-01-30 00:24,Sim,Retorno para conferência,Causa mista,Não controlável
INC00320,CGO00864,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-29 23:51,2026-01-30 05:18,Sim,Tratamento de DSIC,Causa mista,Controlável
INC00321,CGO00865,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-29 22:16,2026-01-30 02:18,Sim,Correção de identificação,Importador / despachante,Não controlável
INC00322,CGO00867,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-29 23:47,2026-01-30 00:26,Não,,Companhia aérea,Não controlável
INC00323,CGO00870,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-29 23:46,2026-01-30 05:19,Sim,Correção de identificação,Causa mista,Não controlável
INC00324,CGO00873,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-01-30 00:13,2026-01-30 05:41,Não,,Companhia aérea,Não controlável
INC00325,CGO00875,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-12 16:14,2026-02-12 22:06,Não,,Aeroporto / fiel depositário,Não controlável
INC00326,CGO00885,Violação,Ocorrência simulada: Violação,2026-01-26 07:47,2026-01-26 13:07,Sim,Correção de identificação,Causa mista,Não controlável
INC00327,CGO00887,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-05 04:12,2026-02-05 06:33,Sim,Recontagem,Órgão anuente,Controlável
INC00328,CGO00889,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-05 03:19,2026-02-05 06:47,Não,,Aeroporto / fiel depositário,Controlável
INC00329,CGO00897,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-18 13:27,2026-01-18 14:13,Não,,Causa mista,Parcialmente controlável
INC00330,CGO00899,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-18 14:09,2026-01-18 18:43,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00331,CGO00900,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-18 13:17,2026-01-18 16:41,Sim,Tratamento de DSIC,Causa mista,Parcialmente controlável
