cargo_id,flight_id,awb_number,cargo_type,declared_pieces,received_pieces,declared_weight_kg,received_weight_kg,special_handling_flag,dangerous_goods_flag
CGO00326,FLT0036,085-27021671,Perecível,36,36,645.09,645.09,Sim,Não
CGO00327,FLT0036,497-34267798,Valiosa,5,6,870.26,870.26,Sim,Não
CGO00328,FLT0036,054-32494944,Perecível,61,61,767.39,767.39,Sim,Não
CGO00329,FLT0037,941-97518806,Avariada,43,43,690.41,690.41,Sim,Não
CGO00330,FLT0037,346-34148004,Geral,2,2,1688.55,1688.55,Não,Não
CGO00331,FLT0037,123-21594582,Avariada,17,17,952.38,952.38,Sim,Não
CGO00332,FLT0037,655-70860191,Pendente,36,36,1928.01,1928.01,Sim,Não
CGO00333,FLT0037,062-44660198,Pendente,34,36,461.27,461.27,Sim,Não
CGO00334,FLT0037,956-15078212,Refrigerada,35,35,395.99,395.99,Sim,Não
CGO00335,FLT0037,072-82494849,Geral,50,50,2386.31,2386.31,Não,Não
CGO00336,FLT0037,375-81756326,Avariada,44,44,219.53,219.53,Sim,Não
CGO00337,FLT0037,400-24330160,Refrigerada,46,46,1226.53,1226.53,Sim,Não
CGO00338,FLT0037,512-81664219,Pendente,58,58,2417.1,2417.1,Sim,Não
CGO00339,FLT0037,038-29003951,Perecível,3,3,1188.62,1188.62,Sim,Não
CGO00340,FLT0037,437-55277425,Avariada,52,52,824.1,824.1,Sim,Não
CGO00341,FLT0037,124-46761344,Geral,54,54,436.77,436.77,Não,Não
CGO00342,FLT0037,961-33427561,Refrigerada,5,5,1498.75,1498.75,Sim,Não
CGO00343,FLT0038,116-30027622,DGR,61,61,1253.84,1282.9,Sim,Sim
CGO00344,FLT0038,917-41581408,DGR,76,76,1457.81,1457.81,Sim,Sim
CGO00345,FLT0038,076-73215242,Refrigerada,7,7,2228.41,2228.41,Sim,Não
CGO00346,FLT0038,176-56113991,Geral,38,38,1517.02,1517.02,Não,Não
CGO00347,FLT0038,222-89400640,Perecível,60,60,712.34,712.34,Sim,Não
CGO00348,FLT0038,920-10681501,Geral,6,6,119.35,119.35,Não,Não
CGO00349,FLT0038,247-21152355,Refrigerada,2,2,1739.04,1739.04,Sim,Não
CGO00350,FLT0038,766-88337534,Geral,59,58,1170.13,1170.13,Não,Não
CGO00351,FLT0039,180-96996261,Refrigerada,9,9,1410.68,1410.68,Sim,Não
CGO00352,FLT0039,514-80690141,Avariada,61,61,1780.37,1780.37,Sim,Não
CGO00353,FLT0039,920-33999716,Geral,10,10,291.23,291.23,Não,Não
CGO00354,FLT0039,699-82670169,Pendente,61,61,879.82,879.82,Sim,Não
CGO00355,FLT0039,456-71472671,Geral,17,17,2247.74,2247.74,Não,Não
CGO00356,FLT0039,634-31580852,DGR,37,37,472.06,472.06,Sim,Sim
CGO00357,FLT0039,787-29513094,Pendente,41,41,407.01,407.01,Sim,Não
CGO00358,FLT0039,588-99508156,Geral,73,73,1826.79,1826.79,Não,Não
CGO00359,FLT0039,862-39576862,Geral,12,12,829.39,829.39,Não,Não
CGO00360,FLT0039,694-21727533,Pendente,51,51,502.24,502.24,Sim,Não
CGO00361,FLT0040,760-65782199,Avariada,37,37,426.2,426.2,Sim,Não
CGO00362,FLT0040,344-18873909,Pendente,76,76,1895.16,1895.16,Sim,Não
CGO00363,FLT0040,855-88545322,Geral,72,72,1854.84,1854.84,Não,Não
CGO00364,FLT0040,184-76019888,Pendente,32,32,90.54,90.54,Sim,Não
CGO00365,FLT0040,998-26050250,Geral,74,74,63.51,63.51,Não,Não
CGO00366,FLT0040,652-57779407,Geral,38,38,1333.44,1333.44,Não,Não
CGO00367,FLT0040,324-50409241,Geral,47,47,257.67,257.67,Não,Não
CGO00368,FLT0040,224-30744009,Perecível,25,25,1991.86,1991.86,Sim,Não
CGO00369,FLT0040,946-12332623,Perecível,40,40,1733.81,1733.81,Sim,Não
CGO00370,FLT0040,034-98555359,Perecível,8,8,1183.32,1183.32,Sim,Não
CGO00371,FLT0040,733-35709072,Pendente,22,22,2256.12,2256.12,Sim,Não
CGO00372,FLT0040,981-24404851,Geral,46,46,2453.63,2453.63,Não,Não
CGO00373,FLT0041,291-71330222,Refrigerada,40,40,1723.88,1723.88,Sim,Não
CGO00374,FLT0041,696-59317149,Geral,63,63,1686.8,1686.8,Não,Não
CGO00375,FLT0041,373-36720922,Geral,77,77,2113.19,2113.19,Não,Não
CGO00376,FLT0041,966-63718703,Geral,78,78,2376.34,2376.34,Não,Não
CGO00377,FLT0041,028-34037816,Geral,42,42,398.79,398.79,Não,Não
CGO00378,FLT0041,268-82804811,Geral,70,70,1375.62,1375.62,Não,Não
CGO00379,FLT0041,676-50673953,Pendente,22,22,1238.87,1238.87,Sim,Não
CGO00380,FLT0041,632-57347151,Valiosa,37,37,814.8,814.8,Sim,Não
CGO00381,FLT0041,664-51889289,Refrigerada,9,9,2174.97,2174.97,Sim,Não
CGO00382,FLT0041,101-75546384,Geral,27,27,853.2,853.2,Não,Não
CGO00383,FLT0041,078-81918425,Geral,34,34,137.88,137.88,Não,Não
CGO00384,FLT0042,321-36853878,Geral,33,33,1569.91,1569.91,Não,Não
CGO00385,FLT0042,986-72719315,Geral,69,69,2026.16,2026.16,Não,Não
CGO00386,FLT0042,867-65356542,Geral,37,37,1622.19,1622.19,Não,Não
CGO00387,FLT0042,675-83914523,Geral,6,6,2410.19,2410.19,Não,Não
CGO00388,FLT0042,373-98238841,Pendente,51,51,2359.04,2359.04,Sim,Não
CGO00389,FLT0042,954-80499222,Geral,12,12,610.43,610.43,Não,Não
CGO00390,FLT0042,503-81601127,Geral,15,15,804.9,804.9,Não,Não
CGO00391,FLT0042,621-14672042,Avariada,7,7,1732.89,1732.89,Sim,Não
CGO00392,FLT0042,243-69378298,Geral,51,51,2320.22,2320.22,Não,Não
CGO00393,FLT0042,786-96493863,Geral,5,5,699.61,699.61,Não,Não
CGO00394,FLT0042,657-96113089,Geral,57,57,1981.73,1981.73,Não,Não
CGO00395,FLT0042,898-60643036,Pendente,74,74,576.73,576.73,Sim,Não
CGO00396,FLT0042,411-92947099,Geral,34,34,390.14,390.14,Não,Não
CGO00397,FLT0043,134-67889258,Avariada,77,77,554.61,554.61,Sim,Não
CGO00398,FLT0043,255-59611937,Refrigerada,59,59,232.63,232.63,Sim,Não
CGO00399,FLT0043,054-54676053,Pendente,61,61,2272.4,2272.4,Sim,Não
CGO00400,FLT0043,505-55523530,Avariada,17,17,242.33,242.33,Sim,Não
CGO00401,FLT0043,370-67725168,Geral,34,34,1540.07,1540.07,Não,Não
CGO00402,FLT0043,570-98237348,Refrigerada,57,57,151.99,151.27,Sim,Não
CGO00403,FLT0043,358-22559810,Geral,37,37,468.02,468.02,Não,Não
CGO00404,FLT0043,097-54111700,Geral,16,16,997.54,997.54,Não,Não
CGO00405,FLT0043,333-86391152,Geral,7,7,2007.86,2007.86,Não,Não
CGO00406,FLT0043,409-21970652,Geral,27,27,424.09,424.09,Não,Não
CGO00407,FLT0043,618-27620998,Geral,13,13,2083.49,2083.49,Não,Não
CGO00408,FLT0044,664-30813102,Pendente,68,68,1581.31,1581.31,Sim,Não
CGO00409,FLT0044,308-43373708,Perecível,38,38,1429.97,1429.97,Sim,Não
CGO00410,FLT0044,600-20974924,Valiosa,3,3,302.56,302.56,Sim,Não
CGO00411,FLT0044,266-24271459,Geral,3,3,34.5,34.5,Não,Não
CGO00412,FLT0044,015-35609022,Geral,3,3,1746.16,1746.16,Não,Não
CGO00413,FLT0044,196-21555280,Geral,60,60,387.45,387.45,Não,Não
CGO00414,FLT0044,584-62577566,Geral,2,2,274.61,274.61,Não,Não
CGO00415,FLT0044,526-89327948,DGR,63,63,595.13,595.13,Sim,Sim
CGO00416,FLT0045,741-62394739,Pendente,47,47,1994.01,1994.01,Sim,Não
CGO00417,FLT0045,621-76060051,Geral,54,54,2358.78,2358.78,Não,Não
CGO00418,FLT0045,848-77575794,Geral,9,9,857.58,857.58,Não,Não
CGO00419,FLT0045,469-24888885,Pendente,79,79,1531.95,1531.95,Sim,Não
CGO00420,FLT0045,126-37097261,Geral,54,54,1927.66,1927.66,Não,Não
CGO00421,FLT0045,789-11335293,DGR,67,68,2360.23,2360.23,Sim,Sim
CGO00422,FLT0045,322-56192019,Geral,36,36,2252.52,2252.52,Não,Não
CGO00423,FLT0045,354-97074691,Geral,26,26,2204.82,2204.82,Não,Não
CGO00424,FLT0045,853-50794416,DGR,65,65,293.9,293.9,Sim,Sim
CGO00425,FLT0046,533-43236783,Geral,67,67,1464.28,1464.28,Não,Não
CGO00426,FLT0046,488-38827874,Geral,48,48,1698.52,1698.52,Não,Não
CGO00427,FLT0046,954-75705089,DGR,54,54,2063.05,2063.05,Sim,Sim
CGO00428,FLT0046,379-86740966,Geral,67,67,400.2,400.2,Não,Não
CGO00429,FLT0046,587-51567482,Refrigerada,44,44,1957.75,1957.75,Sim,Não
CGO00430,FLT0046,092-93855267,Refrigerada,53,53,980.34,980.34,Sim,Não
CGO00431,FLT0046,816-51452887,Refrigerada,16,16,1616.91,1616.91,Sim,Não
CGO00432,FLT0046,723-87786253,Geral,69,69,1525,1525,Não,Não
CGO00433,FLT0046,264-22217180,Geral,13,13,1363.61,1363.61,Não,Não
CGO00434,FLT0046,186-13646855,DGR,39,39,987.05,987.05,Sim,Sim
CGO00435,FLT0046,521-77702274,Geral,15,15,687.83,687.83,Não,Não
CGO00436,FLT0047,002-72364542,Pendente,80,80,737.34,737.34,Sim,Não
CGO00437,FLT0047,861-78495121,Geral,21,21,1853.17,1853.17,Não,Não
CGO00438,FLT0047,517-52722031,Pendente,44,44,1595.22,1595.22,Sim,Não
CGO00439,FLT0047,017-27948365,Refrigerada,1,2,1529.79,1529.79,Sim,Não
CGO00440,FLT0047,128-72101540,Geral,25,25,1122.55,1122.55,Não,Não
CGO00441,FLT0048,891-47224958,Refrigerada,64,64,442.78,442.78,Sim,Não
CGO00442,FLT0048,877-40596967,Pendente,36,36,495.79,495.79,Sim,Não
CGO00443,FLT0048,054-53352227,Geral,53,53,699.61,699.61,Não,Não
CGO00444,FLT0048,324-10692467,Geral,43,43,222.89,222.89,Não,Não
CGO00445,FLT0048,029-74420002,Geral,4,4,1489.48,1489.48,Não,Não
CGO00446,FLT0048,243-19785926,Valiosa,80,80,1107.55,1034.1,Sim,Não
CGO00447,FLT0049,902-93243271,Refrigerada,44,44,1634.29,1634.29,Sim,Não
CGO00448,FLT0049,927-86935230,Geral,66,66,655.59,655.59,Não,Não
CGO00449,FLT0049,983-97470361,Valiosa,40,40,1467.49,1467.49,Sim,Não
CGO00450,FLT0049,695-29407935,Geral,65,65,2051.58,2051.58,Não,Não
CGO00451,FLT0049,712-72733686,Refrigerada,43,43,2132.98,2132.98,Sim,Não
CGO00452,FLT0049,943-10496212,Refrigerada,30,30,1177.01,1177.01,Sim,Não
CGO00453,FLT0049,031-84449447,Geral,38,38,1112.21,1112.21,Não,Não
CGO00454,FLT0049,348-84424395,Geral,26,26,73.3,73.3,Não,Não
CGO00455,FLT0049,379-59976005,Refrigerada,68,68,2443.21,2443.21,Sim,Não
CGO00456,FLT0049,326-90470126,Geral,32,32,2304.11,2304.11,Não,Não
CGO00457,FLT0049,894-26972976,Avariada,75,75,2216.87,2216.87,Sim,Não
CGO00458,FLT0050,712-74867032,DGR,64,64,1194.92,1194.92,Sim,Sim
CGO00459,FLT0050,911-60611218,Refrigerada,48,48,651.23,651.23,Sim,Não
CGO00460,FLT0050,392-13317620,Geral,30,30,678.75,678.75,Não,Não
CGO00461,FLT0050,282-35587594,DGR,18,18,2496.04,2496.04,Sim,Sim
CGO00462,FLT0050,842-87840078,Valiosa,2,2,1190.57,1190.57,Sim,Não
CGO00463,FLT0050,776-72912993,DGR,60,60,864.84,864.84,Sim,Sim
CGO00464,FLT0050,430-67139083,DGR,52,52,1911.85,1911.85,Sim,Sim
CGO00465,FLT0050,645-90933663,Pendente,74,74,2170.02,2170.02,Sim,Não
CGO00466,FLT0050,917-50888822,Geral,14,14,1693.72,1693.72,Não,Não
CGO00467,FLT0050,490-19229212,Geral,27,27,342.23,342.23,Não,Não
CGO00468,FLT0050,283-37072082,Geral,19,19,1125.41,1125.41,Não,Não
CGO00469,FLT0050,295-96744801,Pendente,59,59,880.02,880.02,Sim,Não
CGO00470,FLT0050,933-98460225,Geral,73,73,256.92,256.92,Não,Não
CGO00471,FLT0051,785-53756742,Geral,22,22,646.86,646.86,Não,Não
CGO00472,FLT0051,407-15070029,Geral,15,15,1778.57,1778.57,Não,Não
CGO00473,FLT0051,128-81760022,DGR,22,22,212.41,212.41,Sim,Sim
CGO00474,FLT0051,714-16409704,Avariada,67,67,1609.71,1609.71,Sim,Não
CGO00475,FLT0051,256-60283960,Pendente,26,26,246.64,246.64,Sim,Não
CGO00476,FLT0051,851-99135168,Geral,22,22,129.15,129.15,Não,Não
CGO00477,FLT0051,238-38693064,Geral,42,42,450.58,450.58,Não,Não
CGO00478,FLT0051,045-19037049,Pendente,53,53,767.8,767.8,Sim,Não
CGO00479,FLT0051,695-27841755,Geral,41,41,2445.49,2445.49,Não,Não
CGO00480,FLT0051,602-11783979,Geral,79,79,1902.17,1902.17,Não,Não
CGO00481,FLT0051,769-13180065,Geral,43,43,869.97,869.97,Não,Não
CGO00482,FLT0051,067-75987111,Geral,25,25,149.23,149.23,Não,Não
CGO00483,FLT0051,319-32033022,DGR,32,32,1071.56,1071.56,Sim,Sim
CGO00484,FLT0052,021-61193233,Geral,11,11,1901.97,1901.97,Não,Não
CGO00485,FLT0052,576-91339346,Perecível,43,43,358.91,358.91,Sim,Não
CGO00486,FLT0052,383-61544630,Perecível,76,76,196.66,196.66,Sim,Não
CGO00487,FLT0052,727-75581713,Refrigerada,48,48,1747.21,1747.21,Sim,Não
CGO00488,FLT0052,120-22389075,Refrigerada,50,50,1006.21,1006.21,Sim,Não
CGO00489,FLT0052,392-88662295,Geral,53,53,1886.11,1886.11,Não,Não
CGO00490,FLT0052,767-63414658,DGR,1,1,2467.82,2467.82,Sim,Sim
CGO00491,FLT0052,203-75293067,Geral,15,15,1137.64,1137.64,Não,Não
CGO00492,FLT0052,642-93808429,Geral,22,22,217.93,212.43,Não,Não
CGO00493,FLT0052,385-90931259,Perecível,35,35,2331.68,2331.68,Sim,Não
CGO00494,FLT0052,388-91981404,Geral,46,46,2185.23,2185.23,Não,Não
CGO00495,FLT0052,717-43358157,Geral,80,80,1721.74,1721.74,Não,Não
CGO00496,FLT0053,200-29214803,Avariada,74,74,1966.46,1966.46,Sim,Não
CGO00497,FLT0053,978-25526124,Perecível,70,70,617.44,617.44,Sim,Não
CGO00498,FLT0053,226-44578317,Refrigerada,16,16,1670.38,1670.38,Sim,Não
CGO00499,FLT0053,735-61224263,Refrigerada,72,72,2416.3,2416.3,Sim,Não
CGO00500,FLT0053,119-86885150,Geral,41,41,2386.09,2386.09,Não,Não
CGO00501,FLT0053,696-26952687,Perecível,78,78,1485.12,1485.12,Sim,Não
CGO00502,FLT0053,869-87037211,Perecível,28,28,1247.66,1247.66,Sim,Não
CGO00503,FLT0053,946-34027688,Avariada,51,51,761.77,761.77,Sim,Não
CGO00504,FLT0053,541-47988968,Geral,25,25,1758.75,1758.75,Não,Não
CGO00505,FLT0053,168-87464756,Geral,62,62,741.88,741.88,Não,Não
CGO00506,FLT0053,643-64223156,Geral,16,16,617.32,617.32,Não,Não
CGO00507,FLT0053,282-94870367,Refrigerada,48,48,48.77,48.77,Sim,Não
CGO00508,FLT0053,129-23346779,Geral,69,69,478.53,478.53,Não,Não
CGO00509,FLT0053,731-97469782,Geral,27,27,2414.89,2414.89,Não,Não
CGO00510,FLT0054,969-79718468,Pendente,38,38,1654.71,1654.71,Sim,Não
CGO00511,FLT0054,679-16004304,Geral,25,25,371.33,371.33,Não,Não
CGO00512,FLT0054,564-44221141,Geral,21,21,1012.15,1012.15,Não,Não
CGO00513,FLT0054,277-26726377,Perecível,71,71,1028.82,1028.82,Sim,Não
CGO00514,FLT0054,975-24093227,Valiosa,16,16,455.81,455.81,Sim,Não
CGO00515,FLT0055,704-78929583,DGR,17,17,373.82,373.82,Sim,Sim
CGO00516,FLT0055,363-72903261,Perecível,36,36,2382.49,2382.49,Sim,Não
CGO00517,FLT0055,079-42217185,Pendente,22,22,1446.79,1446.79,Sim,Não
CGO00518,FLT0055,764-10978481,DGR,69,69,1879.18,1879.18,Sim,Sim
CGO00519,FLT0055,994-25197944,Geral,32,32,2082.68,2082.68,Não,Não
CGO00520,FLT0056,472-54097476,Geral,14,14,32.78,32.78,Não,Não
CGO00521,FLT0056,187-81998064,Avariada,14,14,2473.64,2473.64,Sim,Não
CGO00522,FLT0056,195-48238599,Geral,51,51,1064.22,1064.22,Não,Não
CGO00523,FLT0056,699-27103900,Geral,52,52,1264.61,1264.61,Não,Não
CGO00524,FLT0056,243-16984668,DGR,44,44,1085.57,1085.57,Sim,Sim
CGO00525,FLT0056,192-43482865,Geral,15,15,2163.13,2163.13,Não,Não
CGO00526,FLT0056,876-89349010,Refrigerada,20,18,588.87,588.87,Sim,Não
CGO00527,FLT0056,253-52928316,Pendente,24,23,121.41,121.41,Sim,Não
CGO00528,FLT0056,830-58504268,DGR,76,76,1331.58,1331.58,Sim,Sim
CGO00529,FLT0056,992-97826062,Avariada,25,25,1767.56,1767.56,Sim,Não
CGO00530,FLT0056,045-27157313,Geral,71,71,1784.78,1784.78,Não,Não
CGO00531,FLT0056,954-77628209,Valiosa,22,22,1505.9,1505.9,Sim,Não
CGO00532,FLT0056,411-91499471,Geral,24,24,28.93,28.93,Não,Não
CGO00533,FLT0056,275-84108442,Geral,29,29,133.12,133.12,Não,Não
CGO00534,FLT0057,740-27933045,Geral,79,79,751.34,751.34,Não,Não
CGO00535,FLT0057,889-88283995,Geral,49,49,2365.23,2365.23,Não,Não
CGO00536,FLT0057,879-63078200,Geral,30,30,1829.93,1829.93,Não,Não
CGO00537,FLT0057,966-34213769,Refrigerada,3,3,789.2,789.2,Sim,Não
CGO00538,FLT0057,540-28426925,DGR,2,2,1516.17,1516.17,Sim,Sim
CGO00539,FLT0057,014-11261132,Pendente,14,14,1365.08,1365.08,Sim,Não
CGO00540,FLT0057,491-30738427,Geral,70,70,1736.26,1736.26,Não,Não
CGO00541,FLT0057,701-61639439,DGR,15,15,1239.72,1239.72,Sim,Sim
CGO00542,FLT0057,838-48521233,Geral,14,14,692.31,692.31,Não,Não
CGO00543,FLT0058,131-34410491,Valiosa,46,46,811.9,811.9,Sim,Não
CGO00544,FLT0058,505-81467508,Perecível,30,30,973.88,973.88,Sim,Não
CGO00545,FLT0058,486-27930505,Pendente,8,8,2280.18,2280.18,Sim,Não
CGO00546,FLT0058,848-40143583,Geral,18,18,310.74,310.74,Não,Não
CGO00547,FLT0058,076-73998578,Avariada,21,21,94.86,94.86,Sim,Não
CGO00548,FLT0058,767-80793145,DGR,39,39,1186.06,1186.06,Sim,Sim
CGO00549,FLT0058,853-66857416,DGR,59,59,1394.31,1394.31,Sim,Sim
CGO00550,FLT0058,761-38435937,Geral,8,8,562.89,562.89,Não,Não
CGO00551,FLT0058,390-32122351,Geral,48,48,1623.69,1623.69,Não,Não
CGO00552,FLT0058,217-90142849,Geral,40,40,485.6,485.6,Não,Não
CGO00553,FLT0059,200-52207776,Valiosa,46,46,2435.15,2435.15,Sim,Não
CGO00554,FLT0059,976-41080809,Pendente,19,19,1926.69,1926.69,Sim,Não
CGO00555,FLT0059,214-91924787,Refrigerada,20,20,1425.91,1425.91,Sim,Não
CGO00556,FLT0059,166-19148527,Geral,47,47,896.35,896.35,Não,Não
CGO00557,FLT0059,376-78783800,Avariada,41,41,946.73,946.73,Sim,Não
CGO00558,FLT0059,009-30744991,Avariada,38,38,952.04,952.04,Sim,Não
CGO00559,FLT0059,477-24645711,Geral,14,14,2295.3,2295.3,Não,Não
CGO00560,FLT0059,760-73917095,Geral,59,59,114.94,114.94,Não,Não
CGO00561,FLT0059,701-66763408,Geral,23,23,227.31,227.31,Não,Não
CGO00562,FLT0059,204-56879065,Pendente,62,62,1199.24,1199.24,Sim,Não
CGO00563,FLT0059,741-99652407,Refrigerada,19,19,822.86,822.86,Sim,Não
CGO00564,FLT0059,270-79886056,DGR,58,58,2359.44,2359.44,Sim,Sim
CGO00565,FLT0059,515-26743037,DGR,59,59,1046.85,1046.85,Sim,Sim
CGO00566,FLT0060,768-93728466,Pendente,13,13,1591.14,1591.14,Sim,Não
CGO00567,FLT0060,974-26702129,Geral,60,60,1044.08,1044.08,Não,Não
CGO00568,FLT0060,859-65662309,DGR,1,1,2252.46,2252.46,Sim,Sim
CGO00569,FLT0060,441-42458022,Refrigerada,51,51,497.8,497.8,Sim,Não
CGO00570,FLT0060,448-41000202,Geral,17,17,1270.56,1270.56,Não,Não
CGO00571,FLT0060,448-11548620,Refrigerada,76,76,399.56,399.56,Sim,Não
CGO00572,FLT0060,744-60748656,Valiosa,7,7,701.91,701.91,Sim,Não
CGO00573,FLT0060,290-45164329,Pendente,12,12,211.91,211.91,Sim,Não
CGO00574,FLT0060,385-52088657,Refrigerada,58,61,2025.2,2025.2,Sim,Não
CGO00575,FLT0060,223-13959103,Geral,29,29,226.94,226.94,Não,Não
CGO00576,FLT0060,764-76545378,Geral,52,52,2307.42,2307.42,Não,Não
CGO00577,FLT0060,500-68179582,Pendente,55,55,1498.9,1498.9,Sim,Não
CGO00578,FLT0061,847-96583583,Pendente,68,68,893.59,893.59,Sim,Não
CGO00579,FLT0061,218-80767956,Geral,72,72,709.56,709.56,Não,Não
CGO00580,FLT0061,822-76294734,Perecível,36,36,1064.67,1064.67,Sim,Não
CGO00581,FLT0061,072-73068018,Geral,54,54,1813.67,1813.67,Não,Não
CGO00582,FLT0061,466-76214520,Avariada,16,16,2110.83,2110.83,Sim,Não
CGO00583,FLT0061,447-40379009,Geral,25,25,1815.79,1815.79,Não,Não
CGO00584,FLT0061,705-92241997,Valiosa,49,49,689.38,689.38,Sim,Não
CGO00585,FLT0061,288-53206211,Valiosa,62,62,580.06,580.06,Sim,Não
CGO00586,FLT0061,080-20085710,Pendente,8,8,546.94,546.94,Sim,Não
CGO00587,FLT0061,395-70724380,Avariada,66,66,523.49,523.49,Sim,Não
CGO00588,FLT0061,763-24790683,Geral,59,59,483.83,483.83,Não,Não
CGO00589,FLT0061,543-91530308,Perecível,56,56,290.78,277.73,Sim,Não
CGO00590,FLT0061,508-37609308,Geral,27,27,882.13,882.13,Não,Não
CGO00591,FLT0061,683-73699826,Geral,3,3,460.24,460.24,Não,Não
CGO00592,FLT0062,103-50883024,Avariada,43,43,1142.49,1142.49,Sim,Não
CGO00593,FLT0062,531-99112118,Avariada,77,77,1221.2,1221.2,Sim,Não
CGO00594,FLT0062,713-67810328,Geral,12,12,500.73,500.73,Não,Não
CGO00595,FLT0062,933-56821190,Pendente,51,51,1481.09,1481.09,Sim,Não
CGO00596,FLT0062,581-56573258,Geral,2,2,1257.34,1257.34,Não,Não
CGO00597,FLT0062,016-70915814,Geral,37,37,2067.17,2044.12,Não,Não
CGO00598,FLT0063,612-51706253,Geral,56,56,1703.73,1703.73,Não,Não
CGO00599,FLT0063,950-94331525,Perecível,24,24,952.4,952.4,Sim,Não
CGO00600,FLT0063,438-72619624,Geral,53,53,1163.98,1163.98,Não,Não
CGO00601,FLT0063,636-82916404,Pendente,38,38,152.77,152.77,Sim,Não
CGO00602,FLT0063,342-89770922,Geral,38,38,1422.3,1422.3,Não,Não
CGO00603,FLT0063,991-76478665,Geral,20,20,766.21,766.21,Não,Não
CGO00604,FLT0063,698-68939010,Avariada,79,82,325.53,325.53,Sim,Não
CGO00605,FLT0063,715-24406372,Perecível,55,55,387.45,387.45,Sim,Não
CGO00606,FLT0063,986-28697002,Perecível,59,59,706.72,706.72,Sim,Não
CGO00607,FLT0064,386-73317523,Refrigerada,24,24,1448.58,1448.58,Sim,Não
CGO00608,FLT0064,047-13962354,Avariada,21,21,594.63,594.63,Sim,Não
CGO00609,FLT0064,394-66378982,Pendente,8,8,1537.52,1523.14,Sim,Não
CGO00610,FLT0064,231-37003632,DGR,56,56,2038.32,2038.32,Sim,Sim
CGO00611,FLT0064,418-86275267,Perecível,10,10,864.96,864.96,Sim,Não
CGO00612,FLT0064,874-28505072,Avariada,57,57,1080.23,1080.23,Sim,Não
CGO00613,FLT0064,339-13025600,Geral,38,38,2307.24,2307.24,Não,Não
CGO00614,FLT0064,626-77115173,Geral,80,80,160.49,160.49,Não,Não
CGO00615,FLT0064,784-17971455,Geral,71,71,2045.57,2045.57,Não,Não
CGO00616,FLT0064,107-14778162,Perecível,29,29,1632.84,1632.84,Sim,Não
CGO00617,FLT0064,919-92631573,Pendente,48,48,892.44,892.44,Sim,Não
CGO00618,FLT0064,550-86242194,Geral,2,2,2185.67,2185.67,Não,Não
CGO00619,FLT0065,961-82966957,Geral,46,46,2246.15,2246.15,Não,Não
CGO00620,FLT0065,516-24009401,Geral,53,53,1769.64,1769.64,Não,Não
CGO00621,FLT0065,382-29053714,Geral,31,31,1751.89,1751.89,Não,Não
CGO00622,FLT0065,087-18015488,Geral,79,79,972.16,972.16,Não,Não
CGO00623,FLT0065,606-39064063,Valiosa,44,44,1819.95,1819.95,Sim,Não
CGO00624,FLT0065,587-86276344,Valiosa,34,34,423.12,423.12,Sim,Não
CGO00625,FLT0065,346-86649413,Geral,79,79,700.19,700.19,Não,Não
CGO00626,FLT0065,018-69043624,Geral,5,5,2415.4,2415.4,Não,Não
CGO00627,FLT0065,066-69114791,Geral,36,36,663.66,663.66,Não,Não
CGO00628,FLT0066,695-57423826,Perecível,6,6,1509.44,1509.44,Sim,Não
CGO00629,FLT0066,074-96152618,Geral,37,37,374.84,374.84,Não,Não
CGO00630,FLT0066,165-59432646,Geral,20,20,2281.44,2281.44,Não,Não
CGO00631,FLT0066,979-20376565,Pendente,29,29,1422.2,1422.2,Sim,Não
CGO00632,FLT0066,676-80390228,Perecível,41,41,687.57,687.57,Sim,Não
CGO00633,FLT0067,620-40917031,Geral,54,54,589.81,589.81,Não,Não
CGO00634,FLT0067,121-20939544,Geral,65,65,2458.45,2458.45,Não,Não
CGO00635,FLT0067,888-81042742,Pendente,55,55,898.83,898.83,Sim,Não
CGO00636,FLT0067,419-94668837,Geral,56,56,737.44,737.44,Não,Não
CGO00637,FLT0067,379-97161631,Perecível,42,42,1107.7,1107.7,Sim,Não
CGO00638,FLT0067,865-67269299,Geral,50,50,810.07,810.07,Não,Não
CGO00639,FLT0067,296-44819972,Pendente,14,14,2312.8,2312.8,Sim,Não
CGO00640,FLT0067,819-36190263,Geral,4,4,936.46,936.46,Não,Não
CGO00641,FLT0067,866-26098153,Geral,56,56,1243.27,1243.27,Não,Não
CGO00642,FLT0067,689-19943990,DGR,41,41,2232.84,2232.84,Sim,Sim
CGO00643,FLT0067,156-75029451,Avariada,64,64,720.85,720.85,Sim,Não
CGO00644,FLT0067,685-75103644,Perecível,51,51,1502.65,1502.65,Sim,Não
CGO00645,FLT0068,616-65298095,DGR,4,4,741.51,741.51,Sim,Sim
CGO00646,FLT0068,267-17332766,Geral,29,29,862.81,862.81,Não,Não
CGO00647,FLT0068,992-92316265,Refrigerada,17,17,1520.3,1520.3,Sim,Não
CGO00648,FLT0068,774-80673067,Geral,51,51,1982.53,1896.89,Não,Não
CGO00649,FLT0068,021-11978608,DGR,70,70,1520.08,1520.08,Sim,Sim
CGO00650,FLT0068,096-39830286,Pendente,72,72,710.82,710.82,Sim,Não
CGO00651,FLT0068,732-24536356,Perecível,74,74,2438.47,2438.47,Sim,Não
CGO00652,FLT0068,213-75741381,Refrigerada,11,11,370.5,370.5,Sim,Não
CGO00653,FLT0068,855-30214797,Geral,73,73,1504.85,1504.85,Não,Não
